coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
pylon-network,4 Oct 2017,24 Oct 2017,20.0,223.0,5,energy,11,N/A,N/A,N/A,1.79,1512,0,4022,12.201,69585,0.11,0.02,0.25,0.39,-0.387,1.591,0.003,-0.003
live-stars,15 Jan 2018,15 Feb 2018,31.0,109.0,5,saas,6,2518564.0,5000000.0,0.5,0.2,2735,0,7812,-0.602,144179,-0.06,-0.46,-0.92,-0.69,-0.067,3.591,-0.013,-0.043
earth-token,15 Dec 2017,15 Mar 2018,90.0,81.0,11,saas,11,N/A,N/A,N/A,0.16,13048,0,20271,-0.699,509033,-0.36,-2.82,-5.64,-5.45,-0.256,-0.955,-0.043,-0.029
bitjob,12 Sep 2017,13 Oct 2017,31.0,234.0,12,saas,26,2726424.0,12000000.0,0.23,0.39,2186,0,6869,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
phi-token,8 Mar 2018,21 Mar 2018,13.0,75.0,5,other,16,3800000.0,N/A,N/A,1.61803,26271,0,3812,-0.631,58338,-0.09,-0.69,-1.38,-1.26,0.186,-5.955,-0.008,0.001
escroco,30 Oct 2017,28 Nov 2017,29.0,188.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
crystal-clear,8 Sep 2017,8 Oct 2017,30.0,239.0,2,transportation,7,3377550.0,N/A,N/A,3.09,N/A,0,4524,-0.1,21319,-0.14,-0.02,-0.39,-0.29,-0.499,-1.955,0.019,-0.009
peerguess,28 Oct 2017,09 Dec 2017,42.0,177.0,12,saas,13,N/A,N/A,N/A,0.06,1074,0,2035,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
monster-byte,6 Jul 2017,4 Aug 2017,29.0,304.0,10,entertainment,2,10000002.0,N/A,1.0,0.11,N/A,0,2205,-0.271,16860,0.13,0.13,2.1,2.2,0.449,1.455,0.027,-0.001
global-jobcoin,28 Oct 2017,6 Dec 2017,39.0,180.0,6,saas,4,N/A,N/A,N/A,1.31,N/A,0,12060,-0.817,14648,0.14,0.13,2.13,2.21,0.368,-56.864,0.081,0.183
bitpark-coin,15 Sep 2016,20 Oct 2016,35.0,592.0,8,fintech,1,29195.0,N/A,N/A,0.1,N/A,0,1109,-0.817,103,-0.02,0.08,1.2,1.32,0.495,-5.318,0.022,-0.031
300-token,30 Jun 2017,6 Jul 2017,6.0,333.0,12,blockchain,N/A,16724.0,N/A,0.7,79.76,N/A,0,823,7.334,22581,-0.15,0.03,0.48,0.6,0.572,2.636,0.016,-0.002
pundi-x,21 Jan 2018,21 Jan 2018,0.0,134.0,12,saas,4,35000000.0,35000000.0,1.0,2.1,22971,0,5262,-1.0,970635,-0.19,0.29,4.53,4.69,-0.632,-4.318,0.04,-0.001
silent-notary,15 Mar 2018,12 Apr 2018,28.0,53.0,2,blockchain,4,N/A,N/A,N/A,0.0,30358,0,6248,0.0,339139,2.16,3.75,7.49,7.58,-0.699,1.0,0.134,0.135
xyo-network,20 Mar 2018,21 May 2018,62.0,14.0,1,other,25,11951000.0,48000000.0,0.25,0.01,16443,0,7177,-0.398,245464,-0.21,-0.37,-0.74,-0.58,-0.529,-6.682,-0.012,-0.004
sphre-air,1 Jun 2017,30 Jun 2017,29.0,339.0,4,saas,4,5272732.0,N/A,N/A,0.19,N/A,0,N/A,-0.222,10531,0.17,0.13,2.1,2.34,-0.119,-2.545,0.004,-0.006
ox-fina,1 Jul 2017,31 Jul 2017,30.0,308.0,10,blockchain,N/A,N/A,N/A,N/A,0.07,N/A,0,854,-0.505,14630,0.2,0.09,1.39,1.44,-0.429,-10.727,0.048,-0.03
nebulas,8 Dec 2017,16 Dec 2017,8.0,170.0,1,saas,19,60000000.0,60000000.0,1.0,2.0,12073,0,22510,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iexec-rlc,17 Apr 2017,10 May 2017,23.0,390.0,12,other,8,12000000.0,N/A,N/A,0.178,N/A,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ambrosus,22 Sep 2017,22 Oct 2017,30.0,225.0,6,insurance services,20,32507330.0,97800000.0,0.33,0.29,4223,0,16850,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
crypto20,16 Oct 2017,30 Nov 2017,45.0,186.0,1,fintech,6,37698373.0,75000000.0,0.5,1.1,N/A,0,9566,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
decentbet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
medicalchain,1 Feb 2018,1 Feb 2018,0.0,123.0,4,insurance services,10,23991953.0,24000000.0,1.0,0.2,27081,0,15707,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bloom,30 Nov 2017,1 Jan 2018,32.0,154.0,1,saas,11,41420705.0,80500000.0,0.51,0.7,13629,0,436,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cofound.it,31 May 2017,07 Jun 2017,7.0,369.0,5,fintech,9,14820030.0,12500000.0,1.0,0.12,1092,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
matchpool,2 Apr 2017,4 Apr 2017,2.0,426.0,12,saas,7,5800000.0,N/A,N/A,0.1,2226,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
agrello,16 Jul 2017,17 Aug 2017,32.0,291.0,5,saas,13,30100000.0,43200000.0,0.7,0.56,4832,0,14805,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hubii-network,17 Aug 2017,31 Aug 2017,14.0,277.0,7,telecommunications,15,7130256.0,50000000.0,0.14,0.39,1261,0,4598,-0.493,23209,0.18,0.13,2.06,2.16,0.191,-2.727,0.031,0.055
wetrust,2 Mar 2017,14 Apr 2017,43.0,416.0,1,saas,9,4978366.0,N/A,N/A,0.06,N/A,0,10,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
spectiv,8 Dec 2017,31 Dec 2017,23.0,155.0,1,entertainment,8,7605767.0,10600000.0,0.72,0.5,N/A,0,3274,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eroscoin,11 Oct 2017,15 Nov 2017,35.0,201.0,12,other,7,N/A,N/A,N/A,N/A,N/A,0,N/A,0.0,8548340,0.08,-0.07,-1.15,-0.91,0.012,-0.136,-0.002,0.007
eboost,13 Sep 2016,25 Oct 2016,42.0,587.0,12,other,N/A,N/A,N/A,N/A,0.2,N/A,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitjob,12 Sep 2017,13 Oct 2017,31.0,234.0,12,saas,26,2726424.0,12000000.0,0.23,0.39,2186,0,6869,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
