coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
paypie,15 Oct 2017,16 Oct 2017,1.0,226.0,1,saas,11,26000000.0,26000000.0,1.0,0.37,4222,0,7687,-0.02,256062,0.06,0.15,2.35,2.44,0.011,-10.038,0.013,-0.034
eidoo,4 Oct 2017,16 Oct 2017,12.0,226.0,6,saas,5,27676992.0,51700000.0,0.54,2.3,5434,0,25420,0.035,39128,-0.02,0.15,2.37,2.62,-0.162,-4.075,0.003,-0.028
airswap,10 Oct 2017,10 Nov 2017,31.0,201.0,1,fintech,4,12600000.0,12600000.0,1.0,0.3,4412,0,N/A,0.345,3654270,-0.15,0.06,0.95,1.17,-0.067,-1.217,0.005,-0.02
babb,6 Feb 2018,6 Mar 2018,28.0,85.0,4,fintech,13,20000000.0,20000000.0,1.0,0.0,14036,0,9289,0.0,286765,-0.01,0.23,3.64,3.78,-0.357,-0.613,0.024,-0.007
singulardtv,2 Oct 2016,2 Oct 2016,0.0,605.0,1,saas,0,7500000.0,N/A,N/A,0.02,265,0,36385,-0.067,165271,-0.14,-0.11,-1.72,-1.45,-0.097,-6.708,0.009,-0.032
wepower,1 Feb 2018,2 Feb 2018,1.0,117.0,7,saas,20,40000000.0,40000000.0,1.0,0.13,52173,0,35656,0.35,782690,-0.0,-0.04,-0.7,-0.52,-0.038,-0.632,-0.004,-0.024
appcoins,13 Dec 2017,20 Dec 2017,7.0,161.0,7,saas,18,15300000.0,15300000.0,1.0,0.1,11869,0,27212,34.3,124119000,-0.07,-0.12,-1.97,-1.82,-0.106,-0.085,-0.008,-0.021
district0x,18 Jul 2017,1 Aug 2017,14.0,302.0,1,saas,8,9000000.0,N/A,N/A,0.02,N/A,0,58497,-0.22,30593,0.46,0.16,2.56,2.66,-0.162,-3.198,0.015,-0.023
wagerr,1 Jun 2017,25 Jun 2017,24.0,339.0,10,saas,6,10000000.0,N/A,N/A,0.06,N/A,0,17043,0.141,120805,0.14,0.12,1.87,2.05,-0.23,-3.217,0.011,-0.01
minexcoin,15 May 2017,13 Jun 2017,29.0,351.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2969,0,N/A,0.0,17365,0.51,0.32,5.01,5.11,0.075,2.16,0.016,-0.011
utrust,2 Nov 2017,20 Nov 2017,18.0,191.0,6,saas,26,21000000.0,21000000.0,1.0,0.07,13172,0,28080,1.993,3956620,0.34,0.08,1.25,1.37,-0.544,-4.274,0.001,-0.031
tokenomy,15 Jan 2018,5 Feb 2018,21.0,114.0,12,blockchain,17,22869000.0,N/A,N/A,0.18,2247,0,40,1.3,2372070,-0.57,-0.12,-1.94,-1.52,-0.038,-4.0,-0.004,-0.01
wings,18 Nov 2016,6 Jan 2017,49.0,509.0,6,saas,14,1706156.0,N/A,0.75,0.03,N/A,0,640,-0.287,1601,0.34,0.21,3.4,3.53,-0.019,-2.189,0.014,-0.02
decentbet,21 Sep 2017,19 Oct 2017,28.0,227.0,12,other,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01
tokencard,2 May 2017,2 May 2017,0.0,393.0,4,fintech,8,12782000.0,N/A,1.0,0.54,3,0,18757,0.926,416619,0.06,0.01,0.19,0.37,-0.104,-3.679,0.008,-0.011
datawallet,5 Feb 2018,7 Mar 2018,30.0,84.0,1,other,13,39436870.0,40000000.0,0.99,0.18,6323,0,5596,-0.226,122971,-0.14,-0.14,-2.24,-2.04,0.316,-0.717,0.004,0.025
naga,1 Dec 2017,15 Dec 2017,14.0,166.0,12,fintech,28,45318896.0,30000000.0,1.0,1.0,13550,0,24,0.55,3010670,0.22,0.03,0.47,0.6,-0.048,3.368,-0.001,-0.004
wabi,28 Nov 2017,1 Dec 2017,3.0,180.0,2,ecommerce,10,11500000.0,11500000.0,1.0,0.25,8442,0,34696,4.56,26744800,0.21,0.1,1.56,1.67,-0.177,-4.755,0.004,-0.029
datx,11 Feb 2018,11 Mar 2018,28.0,80.0,7,other,9,44150000.0,44200000.0,1.0,0.0353,26363,0,47228,-0.22,612568,-0.28,0.09,1.45,1.62,0.298,1.84,0.005,-0.009
tierion,27 Jul 2017,28 Jul 2017,1.0,306.0,1,saas,11,25000000.0,25000000.0,1.0,0.07,4279,0,N/A,2.332,1142210,-0.11,-0.15,-2.38,-2.17,-0.242,-0.821,0.005,-0.024
odyssey,21 Jan 2018,22 Jan 2018,1.0,128.0,7,blockchain,21,50000000.0,47600000.0,1.0,0.0119,48263,0,809,1.093,12284200,0.09,0.01,0.2,0.32,-0.165,-10.991,0.007,-0.037
bitrent,1 Dec 2017,31 Mar 2018,120.0,60.0,4,saas,19,14627210.0,N/A,N/A,0.06,12946,0,6465,-0.336,156399,0.27,0.05,0.75,0.75,-0.022,-1.0,0.003,-0.02
havven,28 Feb 2018,7 Mar 2018,7.0,84.0,9,blockchain,27,30000000.0,30000000.0,1.0,0.5,65886,0,10799,-0.039,1203240,-0.09,0.12,1.92,1.92,-0.121,-9.0,0.006,-0.033
modum,1 Sep 2017,22 Oct 2017,51.0,220.0,6,saas,17,13350000.0,16400000.0,0.81,1.0,2302,0,14240,-0.373,119265,0.35,0.25,3.9,3.9,-0.157,-6.0,0.013,-0.012
mobilego,25 Apr 2017,25 May 2017,30.0,370.0,1,saas,6,53000000.0,N/A,N/A,0.76,2524,0,316,2.539,187166,-0.05,-0.01,-0.2,-0.2,-0.143,-4.5,0.001,-0.003
cashaa,6 Nov 2017,6 Dec 2017,30.0,175.0,4,fintech,11,11110000.0,32000000.0,0.35,0.1,7598,0,388,0.182,34753,-0.23,-0.13,-2.14,-2.14,0.203,10.5,0.004,0.283
zeepin,17 Jan 2018,17 Jan 2018,0.0,133.0,12,blockchain,N/A,62580000.0,62600000.0,1.0,0.13,20667,0,N/A,0.51,14383200,-0.01,-0.1,-1.55,-1.55,-0.221,-10.5,-0.004,-0.023
legolas-exchange,1 Feb 2018,15 Feb 2018,14.0,108.0,5,blockchain,9,18856000.0,N/A,N/A,N/A,N/A,2,11639,0.0,682912,-0.21,-0.02,-0.3,-0.28,-0.226,-0.614,0.003,-0.021
odem,17 Feb 2018,18 Mar 2018,29.0,73.0,6,social services,12,4000000.0,N/A,N/A,N/A,N/A,0,3093,0.0,18548,0.47,3.75,7.5,7.5,0.466,-0.5,0.024,-0.015
datum,29 Oct 2017,29 Nov 2017,31.0,182.0,6,saas,19,7581120.0,29400000.0,0.26,0.02,8016,0,36461,0.397,160521,0.6,0.18,2.92,2.92,-0.113,-5.0,0.007,0.012
decent,11 Sep 2016,6 Nov 2016,56.0,570.0,6,telecommunications,31,24137000.0,20000000.0,1.0,0.024,N/A,0,29889,3.583,121,0.2,0.17,2.72,2.72,0.155,-4.5,0.025,-0.037
lunyr,29 Mar 2017,28 Apr 2017,30.0,397.0,1,saas,3,3400000.0,N/A,N/A,1.61,N/A,0,33499,0.59,309766,0.07,0.08,1.22,1.22,-0.21,-4.5,0.016,-0.013
