coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
nebulas, 8 Dec 2017, 16 Dec 2017,8.0,309.0,1, blockchain,14,60000000.0,60000000.0,1.0,2.0,11150,1,24211,2,192, N/A, N/A,0.94,1.17,995797,-0.168,0.167,2.648,2.624,-0.132,-1.055,0.003,0.004
funfair, 22 Jun 2017, 23 Jun 2017,1.0,485.0,4, gaming,21,20000000.0,20000000.0,1.0,0.007,3478,1,36998,1,146, High, N/A,0.78,0.99643,8783,0.169,0.128,2.027,2.017,-0.223,-0.409,0.011,0.002
elastos, 2 Jan 2018, 23 Jan 2018,21.0,271.0,3, blockchain,51,94073000.0,94073000.0,1.0,18.09,16740,3,28430,2,159, High, N/A,N/A,1.25926,33745700,0.185,-0.021,-0.326,-0.369,-0.284,-2.248,-0.003,-0.003
dropil, 7 Feb 2018, 7 Mar 2018,28.0,228.0,10, fintech,8,60000000.0,60000000.0,1.0,0.0029,845,2,7836,3,314, N/A, N/A,0.86,1.16966,78904,-0.043,0.063,0.994,0.943,-0.054,-0.322,0.0,0.0
theta-token, 07 Jan 2018, 07 Jan 2018,0.0,287.0,12, blockchain,N/A,20000000.0,20000000.0,1.0,0.12,1774,1,64130,1,101, Medium, N/A,N/A,0.52697,10023000,0.049,0.064,1.012,0.977,-0.14,-1.193,0.003,0.003
genesis-vision, 15 Oct 2017, 15 Nov 2017,31.0,340.0,2, fintech,10,2836724.0,31519156.0,0.09,1.0,8263,1,20056,1,141, High, Medium,N/A,1.68,683667,0.386,0.27,4.287,4.26,-0.055,-1.233,0.012,0.012
quarkchain, 2 Jun 2018, 3 Jun 2018,1.0,140.0,1, blockchain,9,20000000.0,20000000.0,1.0,0.0187,66582,8,27476,1,129, Medium, High,0.96,14.87668,19042300,-0.264,-0.172,-2.736,-2.782,-0.287,-2.255,-0.005,-0.005
request-network, 13 Oct 2017, 17 Oct 2017,4.0,369.0,5, fintech,7,33600000.0,33600000.0,1.0,0.0632,11869,0,42485,2,126, High, Medium,0.92,-0.03824,5914220,0.117,0.262,4.163,4.125,-0.159,-1.212,0.005,0.005
cindicator, 12 Sep 2017, 12 Oct 2017,30.0,374.0,2, other,12,15000000.0,15000000.0,1.0,0.01,5694,1,24,2,197, Medium, VeryLow,N/A,1.2581,971989,-0.447,0.056,0.882,0.84,-0.117,-0.713,0.008,0.008
enjin-coin, 3 Oct 2017, 31 Oct 2017,28.0,355.0,7, gaming,8,22959609.0,24956097.0,0.92,0.0304,5340,5,34875,1,123, N/A, N/A,0.84,-0.34102,742008,0.026,0.278,4.415,4.385,-0.118,-1.563,0.008,0.008
gifto, 14 Dec 2017, 14 Dec 2017,0.0,311.0,3, other,5,10000000.0,10000000.0,1.0,0.1,43422,1,17113,1,105, High, Medium,0.92,2.48851,44959800,0.325,0.124,1.967,1.941,-0.075,-0.885,0.001,0.001
storm, 07 Nov 2017, 07 Dec 2017,30.0,318.0,1, other,8,30716420.0,30716420.0,1.0,0.0113,2684,1,27140,1,136, N/A, N/A,N/A,0.42982,330757,0.67,0.151,2.39,2.366,-0.162,-0.721,0.006,0.006
eidoo, 4 Oct 2017, 16 Oct 2017,12.0,370.0,6, blockchain,5,28000000.0,31460674.0,0.89,2.3,3164,1,23522,1,112, Medium, N/A,N/A,0.03478,39128,-0.04,0.138,2.185,2.127,-0.16,-1.907,0.002,0.003
bread, 16 Dec 2017, 24 Dec 2017,8.0,301.0,6, fintech,6,20021300.0,20021300.0,1.0,0.8055,36447,3,102,1,108, Low, Low,0.7,1.34637,56455400,0.228,-0.03,-0.48,-0.52,-0.12,-1.174,-0.002,-0.002
tokenomy, 15 Jan 2018, 5 Feb 2018,21.0,258.0,12, other,6,26000000.0,28571429.0,0.91,0.2037,4280,0,69,4,889, Medium, Medium,0.82,1.03262,2372070,-0.569,-0.13,-2.07,-2.167,0.039,0.647,-0.003,-0.003
gold-bits-coin, 1 Feb 2018, 25 May 2018,113.0,149.0,9, fintech,7,50000000.0,50000000.0,1.0,0.5,1683,1,5999,1,106, Low, N/A,N/A,0.09355,1527,0.262,0.125,1.979,1.963,1.845,9.745,0.113,0.112
odem, 17 Feb 2018, 18 Mar 2018,29.0,217.0,6, social services,10,4000000.0,4000000.0,1.0,0.058,6390,0,3910,1,116, Medium, Medium,N/A,-0.01305,18548,0.471,0.215,3.406,3.371,0.178,0.822,0.01,0.01
gochain, 1 May 2018, 7 May 2018,6.0,167.0,12, blockchain,6,13685000.0,13685000.0,1.0,0.0453,10075,2,6759,1,161, High, Medium,N/A,-0.48479,1495680,0.315,0.058,0.926,0.887,-0.0,0.914,0.012,0.012
telcoin, 11 Dec 2017, 30 Dec 2017,19.0,295.0,8, other,10,25000000.0,25000000.0,1.0,0.001,18587,0,27134,1,110, High, Medium,N/A,5.031,842193,0.036,-0.051,-0.816,-0.849,-0.266,-2.001,-0.002,-0.002
ambrosus, 22 Sep 2017, 22 Oct 2017,30.0,364.0,6, blockchain,20,32507330.0,98507061.0,0.33,0.294,4132,2,17895,2,149, High, Low,N/A,-0.45701,35697,0.095,0.119,1.895,1.864,0.163,0.775,0.006,0.006
centrality, 15 Jan 2018, 15 Feb 2018,31.0,248.0,9, other,50,88524000.0,99465169.0,0.89,0.17,1137,5,5971,1,110, N/A, N/A,N/A,1.62872,165758,-0.054,0.011,0.179,0.136,-0.267,-1.196,-0.008,-0.008
singularitynet, 19 Dec 2017, 19 Dec 2017,0.0,306.0,6, other,9,32847814.0,32847814.0,1.0,0.1,13617,0,19053,2,218, N/A, N/A,0.86,14.2,17465100,0.093,0.004,0.071,0.052,-0.164,-0.645,-0.002,-0.002
thekey, 15 Jan 2018, 15 Jan 2018,0.0,279.0,3, saas,14,22000000.0,22000000.0,1.0,0.0426,55347,2,32140,1,120, Medium, N/A,0.82,-0.32772,9008350,0.0,-0.072,-1.148,-1.203,-0.233,-1.888,-0.003,-0.003
crypterium, 31 Oct 2017, 14 Jan 2018,75.0,280.0,5, fintech,15,51656963.0,51656963.0,1.0,1.5,28977,1,17934,1,94, High, Medium,0.94,0.54,183715,-0.374,-0.045,-0.708,-0.744,-0.153,-1.057,-0.002,-0.002
fusion, 1 Feb 2018, 10 Feb 2018,9.0,253.0,7, blockchain,10,108394802.0,108394802.0,1.0,2.0775,2853,10,8853,1,100, Medium, Medium,0.8,0.57882,1440790,-0.034,0.126,1.994,1.943,-0.161,-0.815,-0.002,-0.002
bluzelle, 18 Jan 2018, 2 Feb 2018,15.0,261.0,7, other,12,19500000.0,19500000.0,1.0,0.118,19849,4,35212,1,124, High, Medium,N/A,4.74408,41214300,0.11,0.0,0.007,-0.036,-0.412,-3.625,-0.001,-0.001
quantstamp, 17 Nov 2017, 16 Dec 2017,29.0,309.0,1, saas,10,31320000.0,31320000.0,1.0,0.072,19665,1,58105,1,134, Medium, Medium,N/A,0.26792,28481900,0.182,0.226,3.59,3.566,-0.281,-3.123,0.005,0.005
time-new-bank, 18 Nov 2017, 23 Nov 2017,5.0,332.0,7, other,4,14360000.0,14360000.0,1.0,0.0203,36986,1,15935,1,123, N/A, N/A,N/A,0.73468,10625600,0.332,0.198,3.14,3.114,-0.1,1.232,0.002,0.002
smartmesh, 29 Nov 2017, 28 Dec 2017,29.0,297.0,7, blockchain,6,15000000.0,16853933.0,0.89,0.017,1173,0,3668,2,125, Low, N/A,0.5,0.83541,1131310,0.39,0.148,2.343,2.32,0.041,1.91,0.005,0.005
storiqa, 28 Nov 2017, 29 Jan 2018,62.0,265.0,3, other,11,25000000.0,25000000.0,1.0,0.003,91615,0,15111,1,120, High, Low,0.64,-0.05967,271889,-0.097,0.108,1.718,1.671,-0.1,-0.543,0.002,0.002
credits, 18 Feb 2018, 18 Feb 2018,0.0,245.0,7, blockchain,9,20000000.0,20000000.0,1.0,0.17,74889,0,55393,2,198, High, Medium,N/A,1.40005,3014620,0.283,0.168,2.664,2.627,-0.253,-1.813,0.002,0.002
ethlend, 25 Nov 2017, 30 Nov 2017,5.0,325.0,5, fintech,25,17860000.0,17860000.0,1.0,0.0176,16547,6,12199,2,323, High, Medium,0.86,0.0583,728686,0.427,0.258,4.09,4.067,-0.248,-2.161,0.007,0.007
zeepin, 18 Jan 2018, 18 Jan 2018,0.0,276.0,12, blockchain,7,62580000.0,62580000.0,1.0,0.13,16265,4,44037,2,192, High, N/A,N/A,0.51001,14383200,-0.006,-0.104,-1.644,-1.687,-0.218,-1.974,-0.004,-0.004
tokenpay, 7 Dec 2017, 17 Jan 2018,41.0,277.0,7, other,8,40948500.0,40948500.0,1.0,6.0,2320,1,27003,2,207, Medium, N/A,N/A,-0.66,1515520,0.431,0.159,2.529,2.5,-0.349,-1.508,0.006,0.006
arcblock, 3 Feb 2018, 3 Feb 2018,0.0,260.0,1, blockchain,4,11000000.0,45833333.0,0.24,0.48,30874,1,40291,1,119, High, Medium,N/A,1.64583,94865600,-0.366,0.071,1.132,1.07,-0.093,-0.465,-0.004,-0.004
jibrel-network, 27 Nov 2017, 1 Jan 2018,35.0,293.0,6, fintech,9,30000000.0,30000000.0,1.0,0.25,5898,5,6552,1,79, Medium, Medium,N/A,0.68912,10089800,0.06,-0.099,-1.565,-1.612,-0.326,-2.685,-0.001,-0.002
proximax, 15 Apr 2018, 25 Apr 2018,10.0,179.0,7, blockchain,8,28712308.0,110431954.0,0.26,0.0094,4892,1,3658,3,234, Medium, N/A,N/A,-0.39521,1831630,-0.053,-0.06,-0.946,-1.029,-0.336,-1.536,-0.005,-0.005
blockv, 19 Oct 2017, 25 Oct 2017,6.0,361.0,1, blockchain,4,21599100.0,39998333.0,0.54,0.42,3064,0,6613,1,103, High, Low,N/A,-0.94848,492028,0.345,0.231,3.671,3.644,-0.022,-0.187,0.003,0.003
ttc-protocol, 18 Apr 2018, 18 May 2018,30.0,156.0,7, saas,13,35000000.0,35000000.0,1.0,0.175,69602,1,19982,1,111, Medium, Medium,N/A,-0.7028,700206,-0.03,0.09,1.43,1.357,0.228,1.036,0.008,0.008
quant, 02 Apr 2018, 30 Apr 2018,28.0,174.0,12, blockchain,N/A,11000000.0,40740741.0,0.27,1.51,6334,0,4881,2,168, Medium, N/A,N/A,-0.83298,30951,0.178,0.217,3.447,3.413,-0.91,-5.286,0.034,0.034
utrust, 2 Nov 2017, 20 Nov 2017,18.0,335.0,6, fintech,26,21000000.0,21000000.0,1.0,0.065,4615,0,53,2,162, High, Medium,0.8,2.22325,3956620,0.338,0.077,1.227,1.199,-0.474,-3.641,-0.002,-0.002
bezant, 03 May 2018, 11 May 2018,8.0,163.0,7, fintech,23,27500000.0,39855072.0,0.69,0.1,18477,9,3024,1,138, Medium, N/A,N/A,1.09993,1779890,-0.106,-0.146,-2.32,-2.37,-0.176,-0.328,-0.005,-0.005
covesting, 24 Nov 2017, 15 Jan 2018,52.0,279.0,7, fintech,12,33241750.0,33241750.0,1.0,2.56,7776,1,9687,1,154, High, Low,0.92,0.20703,328108,-0.206,-0.123,-1.948,-1.99,-0.33,-2.671,-0.0,-0.0
selfkey, 14 Jan 2018, 14 Jan 2018,0.0,280.0,7, saas,48,21780000.0,21780000.0,1.0,0.015,5774,0,1,2,282, High, Low,N/A,3.4356,31248100,-0.512,-0.254,-4.034,-4.08,-0.231,-1.92,-0.004,-0.004
ins-ecosystem, 04 Dec 2017, 25 Dec 2017,21.0,300.0,2, other,9,41500000.0,41500000.0,1.0,2.54,15183,1,19947,1,94, VeryHigh, Low,N/A,1.68504,373749,-0.061,-0.096,-1.531,-1.569,-0.176,-0.695,-0.005,-0.004
wepower, 1 Feb 2018, 2 Feb 2018,1.0,261.0,7, energy,20,40000000.0,40000000.0,1.0,0.125,37499,1,36928,1,129, High, VeryLow,0.86,0.40437,782690,-0.003,-0.05,-0.787,-0.831,0.004,-0.11,-0.004,-0.004
airswap, 10 Oct 2017, 11 Oct 2017,1.0,375.0,3, fintech,20,12600000.0,12600000.0,1.0,0.3,6760,4,30910,1,172, N/A, N/A,N/A,0.34487,3654270,-0.161,0.06,0.954,0.901,-0.073,-0.835,0.002,0.002
babb, 6 Feb 2018, 6 Mar 2018,28.0,229.0,4, fintech,13,20000000.0,20000000.0,1.0,0.0012,2862,0,11659,1,117, High, N/A,0.74,-0.3925,286765,-0.014,0.229,3.632,3.599,-0.357,-3.115,0.005,0.005
lympo, 17 Feb 2018, 28 Feb 2018,11.0,235.0,5, insurance services,11,16857899.0,16857899.0,1.0,0.021,11812,2,9399,1,161, N/A, N/A,0.88,-0.23362,176692,0.264,0.217,3.437,3.401,0.027,0.087,0.006,0.006
sophiatx, 7 Dec 2017, 17 Dec 2017,10.0,308.0,6, blockchain,8,7300000.0,81111111.0,0.09,0.457,5321,0,16165,2,209, High, Medium,N/A,-0.00342,2148170,0.353,0.076,1.202,1.17,0.017,0.82,-0.001,-0.001
wabi, 28 Nov 2017, 1 Dec 2017,3.0,324.0,2, blockchain,10,11500000.0,11500000.0,1.0,0.25,4368,2,35157,1,96, High, Medium,N/A,4.56,26744800,0.207,0.094,1.497,1.471,-0.179,-2.026,0.0,0.001
refereum, 12 Feb 2018, 12 Mar 2018,28.0,223.0,1, gaming,13,40000000.0,40000000.0,1.0,0.01,66663,0,56709,3,291, High, Low,0.82,1.0433,1161020,-0.257,-0.034,-0.54,-0.587,0.265,1.924,0.0,0.0
xyo-network, 20 Mar 2018, 21 May 2018,62.0,153.0,1, blockchain,13,11951000.0,47804000.0,0.25,0.007,1384,3,7945,1,156, VeryHigh, Medium,N/A,-0.14029,245464,-0.081,-0.086,-1.37,-1.413,0.105,-0.231,-0.002,-0.002
smartlands, 2 Nov 2017, 20 Nov 2017,18.0,335.0,12, other,12,1753698.0,25052829.0,0.07,0.5,1937,1,9174,1,84, Medium, High,0.88,-0.60588,102013,0.243,0.159,2.518,2.508,0.152,1.769,0.024,0.024
tatatu, 11 Jun 2018, 30 Jun 2018,19.0,113.0,7, other,12,57500000.0,575000000.0,0.1,0.25,9255,0,4037,1,67, Medium, N/A,N/A,1.27702,128560,-0.1,0.086,1.364,1.339,-0.078,-0.003,-0.003,-0.003
appcoins, 13 Dec 2017, 20 Dec 2017,7.0,305.0,7, other,18,15300000.0,15300000.0,1.0,0.1,2530,6,26494,1,89, High, Low,0.86,34.3,124119000,-0.078,-0.122,-1.939,-1.974,-0.067,0.142,-0.007,-0.006
0chain, 16 Feb 2018, 18 Feb 2018,2.0,245.0,1, blockchain,7,39000000.0,39000000.0,1.0,1.65,41885,3,33932,1,107, High, N/A,0.64,-0.70959,296945,-0.121,-0.079,-1.25,-1.289,0.4,3.905,0.001,0.001
cobinhood, 13 Sep 2017, 22 Oct 2017,39.0,364.0,12, fintech,5,13078406.0,25150781.0,0.52,0.0735,12367,0,54590,2,247, Medium, Medium,0.88,-0.29718,41446,0.213,0.243,3.854,3.822,0.153,1.576,0.007,0.006
aeron, 19 Sep 2017, 30 Oct 2017,41.0,356.0,10, blockchain,11,4897723.0,30610769.0,0.16,0.5,17061,7,31960,1,108, High, Medium,0.88,-0.18897,8757,0.124,0.162,2.578,2.57,0.102,0.404,0.018,0.018
paypie, 15 Oct 2017, 16 Oct 2017,1.0,370.0,1, fintech,2,26000000.0,26000000.0,1.0,0.3677,4037,1,7774,3,303, High, Medium,0.8,-0.0138,256062,0.065,0.149,2.368,2.348,-0.092,-0.253,0.011,0.011
b2bx, 2 Oct 2017, 17 Nov 2017,46.0,338.0,2, other,24,8078602.0,29920748.0,0.27,0.7431,1378,1,4269,2,93, N/A, N/A,N/A,1.36846,144393,-0.304,0.018,0.288,0.263,-0.224,-1.696,0.012,0.012
havven, 28 Feb 2018, 7 Mar 2018,7.0,228.0,9, other,15,30000000.0,30000000.0,1.0,0.5,3637,2,11376,1,124, High, Medium,N/A,-0.0386,1203240,-0.089,0.11,1.739,1.684,-0.17,-1.105,-0.001,-0.001
everex, 24 Jul 2017, 31 Aug 2017,38.0,416.0,7, blockchain,9,25840000.0,26101010.0,0.99,2.13,4304,1,14521,1,121, Medium, Medium,N/A,-0.10329,1389230,0.115,0.036,0.575,0.541,0.066,0.315,0.002,0.002
moneytoken, 7 Feb 2018, 7 Jun 2018,120.0,136.0,4, fintech,13,37189195.0,41321328.0,0.9,0.005,27447,1,34959,4,228, VeryHigh, Medium,N/A,-0.4292,282008,-0.431,-3.418,-6.836,-6.89,0.117,-0.893,-0.018,-0.018
universa, 27 Oct 2017, 27 Nov 2017,31.0,328.0,2, blockchain,20,28559233.0,98480114.0,0.29,0.01,13172,2,11344,3,221, VeryHigh, Low,N/A,4.1606,763454,-0.516,-0.131,-2.082,-2.145,-0.22,-1.589,-0.008,-0.008
monetha, 31 Aug 2017, 31 Aug 2017,0.0,416.0,5, other,11,35910000.0,35910000.0,1.0,0.19,4306,8,18814,1,126, High, VeryLow,0.88,0.50178,2743890,-0.145,-0.105,-1.659,-1.702,-0.111,-0.804,0.002,0.002
carvertical, 26 Dec 2017, 4 Apr 2018,99.0,200.0,5, blockchain,14,19911150.0,19911150.0,1.0,0.0016,11442,1,7,1,118, N/A, N/A,N/A,8.11062,451064,-0.05,-0.074,-1.178,-1.208,-0.485,-3.879,-0.004,-0.004
bloom, 30 Nov 2017, 1 Jan 2018,32.0,293.0,1, fintech,5,41420705.0,81217069.0,0.51,0.7,344,0,430,1,142, Medium, N/A,0.72,1.71429,101651,-0.316,-0.147,-2.332,-2.37,-0.117,-0.226,-0.005,-0.005
daex, 9 Sep 2018, 14 Sep 2018,5.0,37.0,3, other,5,1622592.0,2797572.0,0.58,0.0652,9351,1,12599,2,188, High, N/A,N/A,1.69247,817700,-0.219,-0.218,-3.457,-3.532,-0.144,-1.19,-0.011,-0.011
latoken, 22 Aug 2017, 10 Oct 2017,49.0,376.0,7, other,26,18880673.0,40171645.0,0.47,0.2985,6719,0,11702,2,244, High, Low,N/A,-0.05298,163778,-0.051,0.11,1.747,1.714,-0.031,0.106,0.002,0.002
zebi, 05 Mar 2018, 31 Mar 2018,26.0,204.0,7, blockchain,7,10000000.0,10000000.0,1.0,0.0333,12759,1,17301,1,114, Medium, Medium,N/A,2.48348,5412550,0.139,-0.106,-1.687,-1.738,-0.036,-0.322,-0.01,-0.01
winding-tree, 1 Feb 2018, 15 Feb 2018,14.0,248.0,6, other,4,14418196.0,14418196.0,1.0,0.926,1199,2,5189,1,133, N/A, N/A,0.78,-0.80303,882,-0.076,-0.036,-0.564,-0.612,-0.192,-0.824,0.014,0.014
eximchain, 01 Feb 2018, 13 Feb 2018,12.0,250.0,12, blockchain,14,20000000.0,20000000.0,1.0,0.33,1790,0,5586,2,132, Medium, High,N/A,1.0102,185434,-0.143,-0.174,-2.765,-2.832,-0.159,-1.528,-0.01,-0.01
ternio, 1 Jun 2018, 15 Jun 2018,14.0,128.0,1, saas,3,3000000.0,42857143.0,0.07,0.1,19344,1,8113,1,124, High, Medium,N/A,-0.20493,673687,0.043,-0.1,-1.585,-1.626,0.617,6.596,-0.005,-0.005
dadi, 29 Jan 2018, 29 Jan 2018,0.0,265.0,4, saas,16,28750000.0,28750000.0,1.0,0.5,16834,0,36787,3,202, Medium, N/A,0.64,-0.11192,2381560,-0.204,-0.044,-0.701,-0.76,0.034,0.434,-0.005,-0.005
zper, 27 Apr 2018, 16 May 2018,19.0,158.0,7, fintech,25,23211600.0,27632857.0,0.84,0.0429,11848,1,6620,1,91, Medium, Medium,N/A,-0.62459,1940900,-0.536,-0.213,-3.377,-3.448,0.133,3.11,-0.011,-0.01
patron, 27 Mar 2018, 9 May 2018,43.0,165.0,8, other,7,40000000.0,40000000.0,1.0,0.5,9204,0,6513,1,110, Medium, Medium,N/A,-0.86371,933787,0.033,-0.003,-0.049,-0.072,-0.765,-6.004,0.007,0.007
vinchain, 1 Feb 2018, 15 Apr 2018,73.0,189.0,1, transportation,20,6712883.0,12431265.0,0.54,0.025,11884,1,8977,2,278, High, Low,N/A,-0.7754,418563,-0.119,0.148,2.357,2.321,-0.017,0.496,0.019,0.019
datx, 11 Feb 2018, 11 Mar 2018,28.0,224.0,7, saas,10,10220940.0,44438870.0,0.23,0.0353,17627,0,44945,1,134, Medium, Medium,0.68,-0.22008,612568,-0.301,0.088,1.394,1.353,0.01,-0.03,-0.004,-0.004
te-food, 22 Feb 2018, 22 Mar 2018,28.0,213.0,6, blockchain,19,19100000.0,19100000.0,1.0,0.05,9001,1,11941,2,156, Medium, N/A,0.84,-0.44758,302268,-0.042,0.087,1.374,1.324,-0.173,-1.573,-0.0,-0.0
polyswarm, 20 Feb 2018, 22 Mar 2018,30.0,213.0,1, saas,7,25940000.0,49884615.0,0.52,0.0179,5867,0,4521,2,168, Medium, Low,N/A,-0.67101,25413,0.401,0.049,0.77,0.717,-0.377,-2.079,0.003,0.002
swissborg, 7 Dec 2017, 10 Jan 2018,34.0,284.0,6, fintech,13,50000000.0,50000000.0,1.0,0.1,4102,0,10946,1,138, VeryHigh, Medium,N/A,0.02762,115322,-0.349,-0.192,-3.043,-3.098,-0.215,-1.674,-0.006,-0.006
bankex, 28 Nov 2017, 28 Dec 2017,30.0,297.0,1, fintech,9,70600000.0,103823529.0,0.68,1.47,5756,0,20,1,116, High, Low,0.82,0.93197,371912,-0.431,-0.221,-3.507,-3.55,-0.109,-0.538,-0.01,-0.01
pumapay, 22 Mar 2018, 29 Mar 2018,7.0,206.0,12, fintech,14,117019041.0,150024412.0,0.78,0.022,8438,2,4387,1,132, Medium, Medium,N/A,-0.94586,14871,0.214,-0.093,-1.472,-1.526,0.087,2.295,-0.013,-0.013
phantasma, 27 May 2018, 28 May 2018,1.0,146.0,5, blockchain,8,9650000.0,9747475.0,0.99,0.23,16087,0,33,1,136, N/A, N/A,N/A,1.47572,799685,-0.435,-0.283,-4.487,-4.549,-0.133,-1.658,-0.008,-0.008
blackmoon, 12 Sep 2017, 12 Oct 2017,30.0,374.0,12, fintech,6,30000000.0,30000000.0,1.0,1.1,3017,1,6531,1,90, High, Low,0.84,-0.23499,592273,0.008,-0.109,-1.732,-1.798,-0.089,-1.532,0.0,0.001
sureremit, 10 Jan 2018, 10 Feb 2018,31.0,253.0,1, fintech,6,10000000.0,10000000.0,1.0,0.02,1916,0,5250,1,130, Medium, Medium,0.82,0.8333,35294,-0.212,0.02,0.312,0.273,-0.28,-2.252,-0.0,-0.0
traxia, 1 May 2018, 2 Jun 2018,32.0,141.0,6, fintech,11,15000000.0,15151515.0,0.99,0.055,4295,1,2942,1,99, High, N/A,N/A,0.00893,622114,-0.288,-0.175,-2.772,-2.819,0.111,1.414,-0.01,-0.01
uptoken, 16 Oct 2017, 15 Dec 2017,60.0,310.0,1, other,10,18934021.0,99652742.0,0.19,0.1,67,1,3135,1,108, Medium, N/A,N/A,2.02121,21597500,-0.442,-0.08,-1.274,-1.31,0.427,3.431,-0.008,-0.008
axpire, 8 Jan 2018, 12 Jan 2018,4.0,282.0,1, fintech,4,20000000.0,20000000.0,1.0,0.1,7139,1,6354,2,53, High, N/A,0.86,0.32362,292608,-0.233,-0.15,-2.381,-2.415,-0.552,-4.894,-0.006,-0.006
cardstack, 31 May 2018, 30 Jun 2018,30.0,113.0,6, blockchain,18,35000000.0,35000000.0,1.0,0.017,13415,0,5985,2,111, High, N/A,N/A,-0.63553,649854,-0.069,-0.113,-1.79,-1.842,-0.275,-1.723,-0.008,-0.008
egretia, 26 May 2018, 26 May 2018,0.0,148.0,7, blockchain,4,4803810.0,24019050.0,0.2,0.0083,10301,0,42331,2,175, High, Low,N/A,0.10205,89000,-0.015,-0.176,-2.79,-2.847,0.167,2.008,-0.014,-0.014
remme, 13 Feb 2018, 22 Feb 2018,9.0,241.0,7, saas,11,20000000.0,20000000.0,1.0,0.04,12528,0,6593,1,116, High, Medium,0.92,-0.2094,587552,-0.338,0.002,0.025,-0.028,-0.006,-0.069,-0.003,-0.003
banca, 26 Feb 2018, 26 Feb 2018,0.0,237.0,7, fintech,9,20000000.0,20000000.0,1.0,0.002,3434,7,30167,2,188, Medium, Medium,0.76,-0.655,856596,0.049,0.264,4.192,4.162,-0.706,-5.19,0.001,0.001
medicalchain, 1 Feb 2018, 1 Feb 2018,0.0,262.0,4, insurance services,10,24000000.0,24000000.0,1.0,0.2,20575,1,15583,1,131, Medium, Medium,0.88,0.58773,122744,-0.117,-0.26,-4.129,-4.198,-0.098,-0.704,-0.007,-0.007
localcoinswap, 15 Apr 2018, 15 Jun 2018,61.0,128.0,3, fintech,7,12150000.0,19918033.0,0.61,0.4,4694,0,5035,6,549, High, High,0.72,-0.49789,170905,0.072,-0.005,-0.079,-0.125,-0.486,-2.888,-0.004,-0.004
