coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
iryo,11 Apr 2018,17 Apr 2018,6.0,359.0,12,insurance services,7,15800000.0,25901639.0,0.61,0.11,1181,0,1669,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eden,25 May 2018,25 May 2018,0.0,321.0,12,blockchain,15,24000000.0,24000000.0,1.0,0.06,1182,0,727,3.5,303.0,High,N/A,N/A,-0.30798,1356670,-0.124,-0.328,-5.212,-5.257,-0.359,-2.926,-0.005,-0.005
phantasma,27 May 2018,28 May 2018,1.0,318.0,12,other,8,9700000.0,9700000.0,1.0,0.23,1182,0,48,3.5,303.0,N/A,N/A,N/A,1.47572,799685,-0.435,-0.283,-4.487,-4.526,-0.105,-1.149,-0.003,-0.003
localcoinswap,15 Apr 2018,15 Jun 2018,61.0,300.0,12,blockchain,7,12150000.0,19918033.0,0.61,0.4,1182,0,4206,3.5,303.0,High,High,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldwifi,18 Apr 2018,18 May 2018,30.0,328.0,12,blockchain,12,25000000.0,25000000.0,1.0,0.134,1182,7,3137,3.5,303.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fissacoin,15 Feb 2018,25 Jun 2018,130.0,290.0,12,blockchain,4,1710000.0,1710000.0,1.0,0.79,1182,0,77,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
smoke,20 Apr 2018,25 May 2018,35.0,321.0,12,other,3,25000.0,2500000.0,0.01,0.1,1182,0,9291,3.5,303.0,N/A,N/A,0.5,-0.94943,1761,0.025,0.119,1.885,1.882,0.647,4.117,0.076,0.076
adsigma,20 Apr 2018,20 May 2018,30.0,326.0,12,blockchain,6,735917.0,14718340.0,0.05,0.205,1182,0,4460,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
3ccoin,10 May 2018,10 Jun 2018,31.0,305.0,12,other,11,1498000.0,149800000.0,0.01,1.596,1182,0,47,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
quantum1net,2 Feb 2018,11 May 2018,98.0,335.0,12,blockchain,7,4152400.0,10647179.0,0.39,0.7174,1182,0,1466,3.5,303.0,Medium,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
seal,13 May 2018,27 May 2018,14.0,319.0,12,saas,9,8200000.0,32800000.0,0.25,0.7,1182,0,1709,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fic,27 Mar 2018,25 May 2018,59.0,321.0,12,other,27,4800000.0,16000000.0,0.3,0.17,1182,0,6164,3.5,303.0,N/A,N/A,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
l-pesa,10 Apr 2018,10 May 2018,30.0,336.0,12,other,21,7961200.0,53074667.0,0.15,0.04,1182,0,3353,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ukit,19 Feb 2018,1 May 2018,71.0,345.0,12,other,20,2500000.0,10000000.0,0.25,0.02,1182,0,3366,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
zom,25 May 2018,25 May 2018,0.0,321.0,12,other,6,38688.0,386880.0,0.1,0.1,1182,0,267,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptorobotics,20 May 2018,20 Jun 2018,31.0,295.0,12,blockchain,23,2144492.0,4204886.0,0.51,0.0798,1182,0,877,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dav,11 Jun 2018,25 Jun 2018,14.0,290.0,12,blockchain,16,28500000.0,38000000.0,0.75,0.046,1182,0,27,3.5,303.0,N/A,N/A,0.8,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lemochain,2 Apr 2018,15 May 2018,43.0,331.0,12,other,15,7100000.0,7100000.0,1.0,0.0732,1182,0,3996,3.5,303.0,Medium,N/A,N/A,0.38273,1880730,-0.316,-0.266,-4.221,-4.248,0.326,2.472,0.002,0.002
mir,9 Apr 2018,27 May 2018,48.0,319.0,12,other,25,2900000.0,96666667.0,0.03,0.8,1182,0,94,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bittwatt,1 Apr 2018,8 Jun 2018,68.0,307.0,12,fintech,8,20000000.0,30303030.0,0.66,0.1759,1182,0,3151,3.5,303.0,High,N/A,0.72,-0.90781,82763,0.204,0.127,2.019,2.007,-0.244,-2.591,0.009,0.009
docnota,1 Apr 2018,30 Apr 2018,29.0,346.0,12,other,9,10000.0,166667.0,0.06,0.1382,1182,0,1,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eticket4,5 Mar 2018,6 Apr 2018,32.0,370.0,12,blockchain,2,1750000.0,5468750.0,0.32,0.384,1182,0,221,3.5,303.0,Low,Medium,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gre,18 May 2018,24 May 2018,6.0,322.0,12,other,2,3858500.0,8769318.0,0.44,0.0058,1182,1,1634,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
acudeen,27 May 2018,10 Jun 2018,14.0,305.0,12,fintech,22,35000000.0,35000000.0,1.0,0.01,1182,0,6150,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
successlife,15 Apr 2018,31 May 2018,46.0,315.0,12,other,23,8000000.0,26666667.0,0.3,0.8,1182,0,305,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
thought,1 Mar 2018,30 Apr 2018,60.0,346.0,12,other,18,22300000.0,49555556.0,0.45,0.1364,1182,0,439,3.5,303.0,N/A,N/A,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
voxxo,1 Nov 2017,6 Jun 2018,217.0,309.0,12,blockchain,5,28200.0,1410000.0,0.02,0.05,1182,0,0,3.5,303.0,Low,N/A,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lumenus,14 May 2018,31 May 2018,17.0,315.0,12,blockchain,9,290000.0,29000000.0,0.01,0.286,1182,0,614,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
0penproductdb,16 Apr 2018,11 Jun 2018,56.0,304.0,12,other,6,2499299.0,27769989.0,0.09,1.0,1182,0,1162,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mingo,18 Apr 2018,31 May 2018,43.0,315.0,12,other,10,700000.0,7000000.0,0.1,0.071,1182,0,1803,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vlb,12 Mar 2018,9 Apr 2018,28.0,367.0,12,fintech,10,2000000.0,11764706.0,0.17,0.611,1182,1,7486,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mtk,1 Apr 2018,29 Apr 2018,28.0,347.0,12,other,4,15000000.0,214285714.0,0.07,7.5,1182,0,0,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
auctus,10 Apr 2018,20 Apr 2018,10.0,356.0,12,fintech,12,3770005.0,3770005.0,1.0,0.283,1182,0,8237,3.5,303.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fantom,15 Jun 2018,16 Jun 2018,1.0,299.0,12,blockchain,27,39700000.0,39700000.0,1.0,0.04,1182,0,12387,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
edenchain,24 May 2018,25 May 2018,1.0,321.0,12,blockchain,9,24000000.0,24000000.0,1.0,0.06,1182,0,11591,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bubbletone,20 Mar 2018,15 Jun 2018,87.0,300.0,12,blockchain,25,8600000.0,25294118.0,0.34,0.17,1182,1,3429,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vinchain,1 Feb 2018,15 Apr 2018,73.0,361.0,12,blockchain,19,6712883.0,12431265.0,0.54,0.025,1182,1,7023,3.5,303.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dreamteam,19 Apr 2018,19 May 2018,30.0,327.0,12,other,19,10106035.0,21054240.0,0.48,0.418,1182,0,18051,3.5,303.0,N/A,N/A,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
multiversum,1 May 2018,24 Jun 2018,54.0,291.0,12,blockchain,14,21403270.0,35087328.0,0.61,1.0,1182,0,12821,3.5,303.0,VeryHigh,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ceek,16 Apr 2018,4 May 2018,18.0,342.0,12,blockchain,7,17344575.0,49555929.0,0.35,0.5,1182,0,43969,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sapien,3 Mar 2018,3 Apr 2018,31.0,373.0,12,telecommunications,6,10501153.0,30003294.0,0.35,0.1417,1182,0,7162,3.5,303.0,High,Medium,N/A,-0.95471,35054,-0.348,-0.101,-1.596,-1.625,0.149,0.921,0.004,0.004
omnitude,28 Mar 2018,4 Jun 2018,68.0,311.0,12,blockchain,9,8000000.0,15686275.0,0.51,0.46,1182,1,11608,3.5,303.0,VeryHigh,Low,N/A,-0.78433,252012,-0.212,-0.052,-0.821,-0.859,0.053,0.577,0.001,0.001
bitguild,15 Mar 2018,5 Apr 2018,21.0,371.0,12,gaming,4,2147182.0,16516785.0,0.13,0.0047,1183,0,13350,3.5,303.0,High,Medium,N/A,-0.90915,50987,0.307,0.15,2.386,2.359,0.14,1.399,0.01,0.01
saifu,15 Jan 2018,30 Apr 2018,105.0,346.0,12,fintech,5,13593423.0,48547939.0,0.28,0.94,1183,0,21377,3.5,303.0,Medium,Medium,N/A,-0.93541,147659,0.025,0.083,1.321,1.285,-0.199,-1.04,0.004,0.004
egretia,26 May 2018,26 May 2018,0.0,320.0,12,blockchain,4,4803810.0,24019050.0,0.2,0.0083,1183,0,41090,3.5,303.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
shivom,03 May 2018,10 May 2018,7.0,336.0,12,blockchain,3,35000000.0,35000000.0,1.0,0.109,1183,0,37825,2.1,79.0,High,Medium,N/A,-0.53323,318348,-0.51,-0.383,-6.076,-6.12,0.093,1.31,-0.008,-0.008
truegame,16 Apr 2018,30 Apr 2018,14.0,346.0,12,blockchain,13,3773000.0,6860000.0,0.55,0.0736,1183,0,2820,3.5,303.0,Medium,Low,0.9,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
pibble,1 Apr 2018,15 Apr 2018,14.0,361.0,12,blockchain,8,21299632.0,23932171.0,0.89,0.0026,1183,0,8124,3.5,303.0,Medium,Low,N/A,-0.79269,53085,0.295,2.34,4.68,4.649,-0.349,-4.095,0.006,0.007
patron,27 Mar 2018,9 May 2018,43.0,337.0,12,blockchain,7,40000000.0,40000000.0,1.0,0.5,1183,1,13278,3.5,303.0,Medium,Medium,N/A,-0.86371,933787,0.033,-0.003,-0.049,-0.063,-0.467,-4.507,0.002,0.001
moneytoken,7 Feb 2018,7 Jun 2018,120.0,308.0,12,fintech,13,37189195.0,41321328.0,0.9,0.005,1183,0,27207,3.5,303.0,High,VeryHigh,N/A,-0.4292,282008,-0.431,-0.213,-3.375,-3.417,0.256,1.969,-0.007,-0.007
boatpilot,1 Apr 2018,30 Apr 2018,29.0,346.0,12,blockchain,6,5025224.0,9853380.0,0.51,0.07,1183,0,608,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
moxyone,14 Mar 2018,15 Apr 2018,32.0,361.0,12,blockchain,8,1500000.0,21428571.0,0.07,0.5,1183,0,2162,3.5,303.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptelo,15 Mar 2018,30 Apr 2018,46.0,346.0,12,other,11,1132488.0,8089200.0,0.14,0.0489,1183,0,4190,3.5,303.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vestarin,5 Mar 2018,4 Apr 2018,30.0,372.0,12,blockchain,11,4095000.0,13209677.0,0.31,0.2079,1183,0,0,3.5,303.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
confideal,1 Mar 2018,30 May 2018,90.0,316.0,12,blockchain,13,600000.0,12000000.0,0.05,0.555,1183,1,1565,3.5,303.0,Low,Medium,0.88,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tokenlend,26 Mar 2018,10 May 2018,45.0,336.0,12,blockchain,6,1076843.0,26921075.0,0.04,0.288,1183,1,427,3.5,303.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arweave,07 Jun 2018,09 Jun 2018,2.0,306.0,12,other,8,8700000.0,8700000.0,1.0,0.73,1183,0,3590,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gochain,1 May 2018,7 May 2018,6.0,339.0,12,blockchain,6,13685000.0,13685000.0,1.0,0.0453,1183,0,9139,3.5,303.0,High,Medium,N/A,-0.48479,1495680,0.315,0.058,0.926,0.902,0.179,1.772,0.005,0.005
befund,16 May 2018,16 Jun 2018,31.0,299.0,12,fintech,13,3000000.0,25000000.0,0.12,0.05,1183,1,872,3.5,303.0,Medium,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
merculet,04 May 2018,04 May 2018,0.0,342.0,12,blockchain,10,28700000.0,28700000.0,1.0,0.01138,1183,0,33885,3.5,303.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
databrokerdao,26 Apr 2018,26 May 2018,30.0,320.0,12,other,10,3544538.0,29537817.0,0.12,0.2785,1183,0,2894,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cosmochain,21 Apr 2018,20 May 2018,29.0,326.0,12,blockchain,8,33360000.0,35870968.0,0.93,0.068,1183,0,3025,3.5,303.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
robet,20 Apr 2018,21 May 2018,31.0,325.0,12,blockchain,11,2111848.0,21118480.0,0.1,8.7,1183,0,41,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eligma,17 Apr 2018,10 May 2018,23.0,336.0,12,blockchain,27,11377277.0,24206972.0,0.47,0.1,1183,0,7508,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
neurochain,19 Mar 2018,15 Apr 2018,27.0,361.0,12,other,15,25000000.0,25000000.0,1.0,0.116,1183,0,8819,3.5,303.0,Medium,Low,N/A,-0.78511,176867,0.023,-0.058,-0.925,-0.95,-0.023,0.159,-0.001,-0.001
giftcoin,20 Mar 2018,19 Apr 2018,30.0,357.0,12,blockchain,5,10000000.0,10000000.0,1.0,0.1,1183,0,1321,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sunmoney,15 Mar 2018,30 Apr 2018,46.0,346.0,12,blockchain,18,4000000.0,22222222.0,0.18,4.5571,1183,0,4008,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
thrive,10 Mar 2018,5 Apr 2018,26.0,371.0,12,saas,15,26000000.0,26000000.0,1.0,0.28,1183,0,35,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
acutecoin,25 Jun 2018,29 Jun 2018,4.0,287.0,12,fintech,7,1300000.0,11818182.0,0.11,0.6,1182,0,3315,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
internationalcryptox,11 Jun 2018,15 Jun 2018,4.0,301.0,12,other,6,4262280.0,9912279.0,0.43,0.0167,1183,0,13413,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
atonomi,06 Jun 2018,06 Jun 2018,0.0,310.0,12,blockchain,5,25000000.0,25000000.0,1.0,0.06301,1183,0,12256,3.5,303.0,High,Low,N/A,-0.5229,1273630,-0.102,-0.239,-3.798,-3.833,0.241,1.824,-0.009,-0.009
quarkchain,2 Jun 2018,3 Jun 2018,1.0,313.0,12,blockchain,9,20000000.0,20000000.0,1.0,0.0187,1183,0,47697,3.5,303.0,Medium,High,0.96,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ternio,1 Jun 2018,15 Jun 2018,14.0,301.0,12,saas,3,3000000.0,42857143.0,0.07,0.1,1183,0,3479,3.5,303.0,High,Medium,N/A,-0.20493,673687,0.043,-0.1,-1.585,-1.611,-0.11,-0.888,0.003,0.003
rightmesh,30 May 2018,31 May 2018,1.0,316.0,12,other,10,30000000.0,30000000.0,1.0,1.0,1183,0,26471,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
pchain,28 May 2018,28 May 2018,0.0,319.0,12,blockchain,10,26700000.0,26700000.0,1.0,0.05335,1183,0,38050,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bidium,25 May 2018,23 Jun 2018,29.0,293.0,12,fintech,6,3600000.0,12857143.0,0.28,0.02,7246,0,3399,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hybridblock,23 May 2018,6 Jun 2018,14.0,310.0,12,fintech,17,47800000.0,49791667.0,0.96,0.3,1184,0,3846,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vexanium,17 Jun 2018,28 Jun 2018,11.0,288.0,12,blockchain,4,8757600.0,12163333.0,0.72,0.029,1185,0,4412,3.5,303.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mvlchain,15 May 2018,24 May 2018,9.0,323.0,12,blockchain,14,3000000.0,21428571.0,0.14,0.0024,1185,0,1340,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
synth,11 May 2018,11 Jun 2018,31.0,305.0,12,blockchain,6,2000000.0,5000000.0,0.4,0.05,1184,0,14,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryde,7 May 2018,12 Jun 2018,36.0,304.0,12,blockchain,4,2427000.0,12135000.0,0.2,0.26,1184,0,1391,3.5,303.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
likecoin,7 May 2018,21 May 2018,14.0,326.0,12,blockchain,23,5323604.0,8727220.0,0.61,0.017,1184,0,3079,3.5,303.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitxoxo,1 May 2018,31 May 2018,30.0,316.0,12,fintech,10,20000000.0,27397260.0,0.73,2.0,1184,0,5910,3.5,303.0,VeryHigh,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
reanimator,5 May 2018,4 Jun 2018,30.0,312.0,12,blockchain,2,2673249.0,2673249.0,1.0,0.2,1184,0,70,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinjanitor,1 May 2018,31 May 2018,30.0,316.0,12,blockchain,16,2500000.0,7575758.0,0.33,0.16,1184,0,1932,3.5,303.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sint,1 May 2018,21 May 2018,20.0,326.0,12,blockchain,2,2797000.0,12160870.0,0.23,0.003,4694,0,6183,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
pointium,1 May 2018,29 May 2018,28.0,318.0,12,blockchain,4,1987132.0,1987132.0,1.0,0.006,1184,0,9319,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
traxia,1 May 2018,2 Jun 2018,32.0,314.0,12,blockchain,11,15000000.0,15151515.0,0.99,0.055,1184,0,3277,3.5,303.0,Medium,N/A,N/A,0.00893,622114,-0.288,-0.175,-2.772,-2.802,0.058,0.418,-0.006,-0.006
peur,24 Apr 2018,28 May 2018,34.0,319.0,12,blockchain,10,2900000.0,24166667.0,0.12,0.07,1184,0,2920,3.5,303.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
inspem,1 May 2018,28 May 2018,27.0,319.0,12,blockchain,9,3894060.0,15576240.0,0.25,0.134,1321,0,1163,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
daostack,8 May 2018,7 Jun 2018,30.0,309.0,12,blockchain,9,8000000.0,29629630.0,0.27,1.0,1184,0,5116,3.5,303.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ambit,1 May 2018,10 Jun 2018,40.0,306.0,12,blockchain,19,4000000.0,40000000.0,0.1,0.5,1184,0,1620,3.5,303.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
zuflo,1 May 2018,20 Jun 2018,50.0,296.0,12,blockchain,7,6829000.0,75877778.0,0.09,0.36,1184,0,7756,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
orbs,01 May 2018,15 May 2018,14.0,332.0,12,blockchain,19,118000000.0,132584270.0,0.89,0.1,1185,0,4282,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
