coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
the-abyss,18 Apr 2018,16 May 2018,28.0,330.0,12,blockchain,12,15362418.0,18073433.0,0.85,0.11,1179,1,16665,3.45,301.0,VeryHigh,Low,N/A,-0.33938,1355170,-0.392,-0.051,-0.806,-0.833,-0.098,-0.848,-0.004,-0.004
nebula-ai,31 Mar 2018,20 Apr 2018,20.0,356.0,12,blockchain,11,1600000.0,17777778.0,0.09,0.0058,1179,0,1317,3.45,301.0,N/A,N/A,N/A,1.07379,155134,-0.015,-0.039,-0.612,-0.638,-0.406,-3.424,-0.002,-0.002
insights-network,28 Jan 2018,14 Feb 2018,17.0,421.0,12,blockchain,5,17400000.0,17400000.0,1.0,0.15,1179,0,28095,1.7,106.0,Medium,N/A,N/A,-0.05061,693393,-0.331,-0.042,-0.665,-0.696,-0.208,-1.552,-0.003,-0.003
ink-protocol,22 Jan 2018,22 Jan 2018,0.0,444.0,12,blockchain,11,15000000.0,15000000.0,1.0,0.1421,1179,0,4873,3.45,301.0,Medium,N/A,N/A,-0.36239,280064,-0.225,-0.041,-0.655,-0.686,-0.069,0.124,-0.005,-0.005
sentinel-chain,1 Mar 2018,10 Mar 2018,9.0,397.0,12,other,13,14400000.0,14400000.0,1.0,0.08,1179,5,3775,3.45,301.0,Medium,Medium,N/A,-0.18402,1945280,0.53,0.112,1.771,1.738,-0.09,-1.274,0.002,0.002
phi-token,8 Mar 2018,21 Mar 2018,13.0,386.0,12,fintech,4,3800000.0,27142857.0,0.14,1.618,1179,0,2460,3.45,301.0,Low,N/A,N/A,-0.63092,58338,-0.09,0.012,0.187,0.168,-0.169,-1.163,0.007,0.007
fox-trading,23 May 2018,8 Jun 2018,16.0,307.0,12,other,6,30000.0,3000000.0,0.01,0.49,1179,0,10157,3.45,301.0,N/A,N/A,N/A,-0.89135,86239,0.097,0.121,1.926,1.915,0.129,0.747,0.016,0.016
ubcoin-market,2 Apr 2018,27 Aug 2018,147.0,227.0,12,other,6,7477737.0,7477737.0,1.0,0.0343,1180,0,14266,3.45,301.0,N/A,N/A,N/A,-0.64169,19258,-0.154,-0.204,-3.239,-3.274,-0.266,-1.085,0.014,0.014
lala-world,5 Jan 2018,5 Feb 2018,31.0,430.0,12,fintech,5,20000000.0,20202020.0,0.99,0.13,1180,0,7673,3.45,301.0,Medium,High,N/A,-0.25287,28433,-0.45,-0.002,-0.026,-0.041,0.013,0.12,-0.004,-0.004
fire-lotto,15 Mar 2018,15 Apr 2018,31.0,361.0,12,other,9,3740965.0,14963860.0,0.25,0.5,1180,1,2620,3.45,301.0,N/A,N/A,N/A,-0.79832,2462,-0.04,0.041,0.653,0.635,-0.137,0.624,0.001,0.002
fabric-token,15 Feb 2018,1 Apr 2018,45.0,375.0,12,blockchain,3,1035986.0,8633217.0,0.12,0.1125,1180,1,1886,3.45,301.0,Medium,High,N/A,-0.17188,83004,0.081,0.047,0.743,0.723,-0.619,-6.945,0.013,0.013
joint-ventures,7 Apr 2018,30 May 2018,53.0,316.0,12,blockchain,10,2000000.0,10000000.0,0.2,0.071,1179,1,8187,3.45,301.0,Medium,N/A,N/A,-0.92831,41727,0.057,0.085,1.354,1.344,0.024,0.816,0.026,0.026
gold-bits-coin,1 Feb 2018,25 May 2018,113.0,321.0,12,fintech,7,50000000.0,50000000.0,1.0,0.5,1179,0,855,3.45,301.0,Medium,N/A,N/A,0.09355,1527,0.262,0.125,1.979,1.969,-0.246,-0.651,0.091,0.091
hubii-network,17 Aug 2017,31 Aug 2017,14.0,588.0,12,other,15,7100000.0,50714286.0,0.14,0.3883,1179,0,4074,3.45,301.0,N/A,N/A,0.7,-0.49071,23209,0.18,0.13,2.059,2.047,0.034,-0.192,0.028,0.028
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,1316.0,12,other,8,20510.0,146500.0,0.14,0.015,1179,0,6198,3.45,301.0,N/A,N/A,0.28,0.15873,5586,-0.068,0.088,1.403,1.37,0.026,2.184,0.012,0.017
target-coin,15 Jul 2017,31 Aug 2017,47.0,588.0,12,blockchain,5,20711412.0,69038040.0,0.3,0.0518,1179,1,1415,3.45,301.0,Low,High,N/A,-0.19349,69996,0.029,0.09,1.428,1.416,0.027,0.111,0.02,0.02
menlo-one,17 Sep 2018,15 Oct 2018,28.0,178.0,12,other,10,2661500.0,2661500.0,1.0,0.0177,1179,1,7321,3.45,301.0,N/A,N/A,0.88,-0.5409,3399,-0.024,0.063,1.003,0.997,-0.053,-1.119,0.024,0.024
monster-byte,6 Jul 2017,4 Aug 2017,29.0,615.0,12,blockchain,4,10000002.0,10000002.0,1.0,0.11,1179,2,2219,3.45,301.0,Low,High,N/A,-0.27139,16860,0.132,0.131,2.076,2.064,0.17,2.07,0.043,0.043
crystal-clear,8 Sep 2017,8 Oct 2017,30.0,550.0,12,other,7,3377550.0,3377550.0,1.0,3.0949,1179,0,2234,3.45,301.0,N/A,N/A,0.74,-0.10175,21319,-0.142,-0.025,-0.405,-0.417,-0.022,1.88,0.006,0.005
karatgold-coin,15 Feb 2018,15 Apr 2018,59.0,361.0,12,blockchain,5,10000000.0,71428571.0,0.14,0.05,1179,0,2480,3.45,301.0,Medium,N/A,N/A,-0.83232,144387,0.148,0.132,2.096,2.07,-0.186,-0.889,0.012,0.012
game-stars,10 May 2018,9 Jul 2018,60.0,276.0,12,other,1,2180762.0,7519869.0,0.29,0.035,1179,3,297,3.45,301.0,N/A,N/A,0.74,-0.98771,568254,0.166,0.069,1.098,1.081,0.165,1.091,0.011,0.011
dos-network,11 Apr 2019,11 Apr 2019,0.0,0.0,12,other,12,1700000.0,1700000.0,1.0,0.012,1179,0,5996,3.45,301.0,N/A,N/A,N/A,2.87692,1343711,-1.35,-2.338,-4.675,-4.71,-0.182,-2.422,-0.024,-0.023
exchange-union,7 Aug 2017,31 Aug 2017,24.0,588.0,12,blockchain,4,1500000.0,1500000.0,1.0,2.0996,1179,1,11914,3.5,303.0,Medium,Medium,N/A,0.09068,304953,0.189,0.19,3.009,2.994,-0.082,-0.311,0.003,0.003
asura-coin,2 Jun 2018,31 Jul 2018,59.0,254.0,12,gaming,8,4100000.0,12058824.0,0.34,0.0062,1179,0,7008,3.5,303.0,High,N/A,N/A,-0.76694,54152,0.213,0.041,0.648,0.629,-0.048,-0.502,0.005,0.005
enigma-catalyst,11 Sep 2017,11 Sep 2017,0.0,577.0,12,other,5,45000000.0,45000000.0,1.0,0.6,1181,0,6660,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
finshi-capital,6 Sep 2017,6 Oct 2017,30.0,552.0,12,other,4,21420275.0,49814593.0,0.43,1.0,1181,0,505,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
beyond-the-void,1 Nov 2016,30 Nov 2016,29.0,862.0,12,other,3,29195634.0,88471618.0,0.33,0.01,1181,0,5632,3.5,303.0,N/A,N/A,0.22,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arcade-city,30 Nov 2017,26 Feb 2018,88.0,409.0,12,blockchain,7,63500077.0,63500077.0,1.0,0.002,1181,1,5118,3.5,303.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
uncloak,27 Mar 2019,3 Apr 2019,7.0,8.0,12,saas,15,400000.0,8000000.0,0.05,0.1,1181,0,7450,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
squeezer,01 Jun 2018,30 Jun 2018,29.0,285.0,12,blockchain,7,9000000.0,15000000.0,0.6,0.2,1181,0,16261,3.5,303.0,High,Medium,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
iryo,11 Apr 2018,17 Apr 2018,6.0,359.0,12,insurance services,7,15800000.0,25901639.0,0.61,0.11,1181,0,1669,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
linix,16 Mar 2019,19 Mar 2019,3.0,23.0,12,blockchain,8,16400000.0,16400000.0,1.0,0.02,1181,0,953,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
velic,04 Mar 2019,06 Mar 2019,2.0,36.0,12,fintech,4,9000000.0,9000000.0,1.0,0.0252,1181,0,1060,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
repu,08 Jul 2018,08 Aug 2018,31.0,246.0,12,fintech,14,34300000.0,34300000.0,1.0,0.05714,1182,0,2524,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eden,25 May 2018,25 May 2018,0.0,321.0,12,blockchain,15,24000000.0,24000000.0,1.0,0.06,1182,0,727,3.5,303.0,High,N/A,N/A,-0.30798,1356670,-0.124,-0.328,-5.212,-5.257,-0.359,-2.926,-0.005,-0.005
boontech,15 Dec 2017,16 Jan 2018,32.0,450.0,12,blockchain,4,5500000.0,10000000.0,0.55,0.04,1182,0,10247,3.5,303.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
verify,29 Nov 2017,06 Dec 2017,7.0,491.0,12,saas,6,2500000.0,2500000.0,1.0,0.23,1182,0,2683,3.5,303.0,N/A,N/A,0.7,1.44044,803439,0.323,0.116,1.838,1.824,1.038,10.797,0.018,0.017
phantasma,27 May 2018,28 May 2018,1.0,318.0,12,other,8,9700000.0,9700000.0,1.0,0.23,1182,0,48,3.5,303.0,N/A,N/A,N/A,1.47572,799685,-0.435,-0.283,-4.487,-4.526,-0.105,-1.149,-0.003,-0.003
icash,01 Jun 2018,31 Aug 2018,91.0,223.0,12,blockchain,12,30000000.0,428571429.0,0.07,1.0,1182,0,6086,3.5,303.0,Medium,Medium,N/A,-0.99502,191,0.004,0.031,0.061,0.03,0.758,6.341,-0.002,-0.001
datx,11 Feb 2018,11 Mar 2018,28.0,396.0,12,saas,10,8200000.0,43157895.0,0.19,0.03532,1182,0,38298,3.5,303.0,Medium,Medium,0.68,-0.22053,612568,-0.301,0.088,1.394,1.368,0.039,0.266,-0.003,-0.003
ironx,1 Nov 2018,15 Jan 2019,75.0,86.0,12,other,21,26319447.0,49659334.0,0.53,0.42,1182,0,2064,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bqt,18 Sep 2018,18 Mar 2019,181.0,24.0,12,fintech,19,37000000.0,50000000.0,0.74,1.08,1182,0,1042,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptoprofile,1 Feb 2019,28 Feb 2019,27.0,42.0,12,other,7,1397988.0,27959760.0,0.05,0.1,1182,0,10973,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
grapevine,4 Jul 2018,15 Aug 2018,42.0,239.0,12,other,7,26799000.0,30111236.0,0.89,0.1,1182,0,4654,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
igt,23 Aug 2018,29 Dec 2018,128.0,103.0,12,other,12,1664444.0,12803415.0,0.13,1.0,1182,0,1497,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
iou,18 Sep 2018,18 Feb 2019,153.0,52.0,12,blockchain,17,11700000.0,26000000.0,0.45,0.28,1182,0,825,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
simplybrand,24 Mar 2019,27 Mar 2019,3.0,15.0,12,other,9,2638910.0,6597275.0,0.4,0.0239,1182,0,839,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
securix,27 Sep 2018,31 Dec 2018,95.0,101.0,12,other,11,5000000.0,55555556.0,0.09,1.0,1182,0,2461,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
quadrant,26 Jul 2018,26 Jul 2018,0.0,259.0,12,other,7,16000000.0,20000000.0,0.8,0.05,1182,0,3467,3.5,303.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
waves,12 Apr 2016,31 May 2016,49.0,1045.0,12,blockchain,27,16000000.0,16000000.0,1.0,0.188,1182,0,139472,3.5,303.0,N/A,N/A,N/A,5.43617,83734,-0.286,-0.152,-2.405,-2.426,-0.04,-0.996,0.004,0.002
localcoinswap,15 Apr 2018,15 Jun 2018,61.0,300.0,12,blockchain,7,12150000.0,19918033.0,0.61,0.4,1182,0,4206,3.5,303.0,High,High,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
modultrade,28 Nov 2017,30 Jan 2018,63.0,436.0,12,blockchain,11,11593911.0,13639895.0,0.85,1.57,1182,0,1770,3.5,303.0,Medium,Low,N/A,-0.98373,79682,0.036,-0.059,-0.936,-0.959,-0.227,-1.831,0.002,0.003
moolyacoin,1 Sep 2018,15 Jan 2019,136.0,86.0,12,other,12,25000000.0,25000000.0,1.0,0.06,1182,0,12218,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sportsfix,9 Oct 2018,20 Dec 2018,72.0,112.0,12,other,12,2000000.0,14285714.0,0.14,0.1,1182,0,17037,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aen,13 Oct 2018,28 Feb 2019,138.0,42.0,12,other,23,5970000.0,35117647.0,0.17,0.1158,1182,0,214,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptohit,13 Jul 2018,10 Oct 2018,89.0,183.0,12,other,8,1080412.0,27010300.0,0.04,0.5621,1182,0,2244,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
iam,16 Jan 2019,14 Mar 2019,57.0,28.0,12,saas,10,2300000.0,32857143.0,0.07,0.4,1182,0,1449,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
osa,21 Jul 2018,31 Aug 2018,41.0,223.0,12,other,28,40000000.0,40000000.0,1.0,0.0557,1182,0,1409,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vrt,14 Mar 2018,31 Jul 2018,139.0,254.0,12,other,13,2402311.0,16015407.0,0.15,1.0,1182,0,706,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldwifi,18 Apr 2018,18 May 2018,30.0,328.0,12,blockchain,12,25000000.0,25000000.0,1.0,0.134,1182,7,3137,3.5,303.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xtrd,20 Feb 2018,31 Mar 2018,39.0,376.0,12,other,6,26000000.0,44827586.0,0.58,0.1,1182,0,3814,3.5,303.0,N/A,N/A,N/A,-0.95005,619,-0.029,0.023,0.365,0.342,-0.257,-2.165,0.047,0.047
everest,1 Nov 2018,30 Nov 2018,29.0,132.0,12,blockchain,18,2000000.0,20000000.0,0.1,0.09,1182,0,943,3.5,303.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fissacoin,15 Feb 2018,25 Jun 2018,130.0,290.0,12,blockchain,4,1710000.0,1710000.0,1.0,0.79,1182,0,77,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nhct,15 Nov 2018,15 Dec 2018,30.0,117.0,12,other,19,2600000.0,8965517.0,0.29,0.032,1182,0,6956,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
smoke,20 Apr 2018,25 May 2018,35.0,321.0,12,other,3,25000.0,2500000.0,0.01,0.1,1182,0,9291,3.5,303.0,N/A,N/A,0.5,-0.94943,1761,0.025,0.119,1.885,1.882,0.647,4.117,0.076,0.076
spotcoin,22 Oct 2018,27 Oct 2018,5.0,166.0,12,saas,23,14500000.0,30208333.0,0.48,0.5,1182,0,2326,3.5,303.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
adsigma,20 Apr 2018,20 May 2018,30.0,326.0,12,blockchain,6,735917.0,14718340.0,0.05,0.205,1182,0,4460,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aidus,1 Oct 2018,12 Jan 2019,103.0,89.0,12,blockchain,27,3000000.0,100000000.0,0.03,0.06,1182,0,11528,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crypto20,16 Oct 2017,30 Nov 2017,45.0,497.0,12,other,6,37700000.0,75400000.0,0.5,1.1,1182,0,7639,3.5,303.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lh-crypto,4 Dec 2017,30 Dec 2017,26.0,467.0,12,other,16,10000000.0,50000000.0,0.2,0.1,1182,0,3267,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
midas,1 Jul 2018,22 Jul 2018,21.0,263.0,12,fintech,11,9000000.0,9000000.0,1.0,0.0458,1182,0,2432,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nai,24 Sep 2018,23 Jan 2019,121.0,78.0,12,other,4,1065357.0,8195054.0,0.13,1.3,1182,0,8514,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ofnog,15 May 2018,15 Jul 2018,61.0,270.0,12,blockchain,11,15000000.0,25000000.0,0.6,0.1,1182,0,1103,3.5,303.0,Low,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
pornx,1 May 2018,30 Jun 2018,60.0,285.0,12,other,11,37756804.0,37756804.0,1.0,0.6,1602,0,3292,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
3ccoin,10 May 2018,10 Jun 2018,31.0,305.0,12,other,11,1498000.0,149800000.0,0.01,1.596,1182,0,47,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aclyd,8 Sep 2018,15 Dec 2018,98.0,117.0,12,other,4,2800000.0,10370370.0,0.27,0.07,1182,0,591,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hara,21 Jan 2019,30 Jan 2019,9.0,71.0,12,other,24,17000000.0,17000000.0,1.0,0.0153,1182,0,2758,3.5,303.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
naga,1 Dec 2017,15 Dec 2017,14.0,482.0,12,fintech,14,45300000.0,45300000.0,1.0,1.0,1182,0,45,3.5,303.0,N/A,N/A,0.8,0.55,3010670,0.221,0.03,0.473,0.455,0.017,0.886,-0.003,-0.003
quantum1net,2 Feb 2018,11 May 2018,98.0,335.0,12,blockchain,7,4152400.0,10647179.0,0.39,0.7174,1182,0,1466,3.5,303.0,Medium,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
seal,13 May 2018,27 May 2018,14.0,319.0,12,saas,9,8200000.0,32800000.0,0.25,0.7,1182,0,1709,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wabi,28 Nov 2017,1 Dec 2017,3.0,496.0,12,blockchain,10,11500000.0,11500000.0,1.0,0.25,1182,3,129,3.5,303.0,Medium,Medium,N/A,-0.08696,4504977,0.305,2.418,4.836,4.806,-0.166,-0.56,0.019,0.018
bittorrent,28 Jan 2019,28 Jan 2019,0.0,73.0,12,other,19,7200000.0,7200000.0,1.0,0.0001,1182,0,77040,3.5,303.0,N/A,N/A,N/A,3.84,188349521,0.269,0.111,1.76,1.725,-0.345,-3.193,0.011,0.011
bolt,18 Sep 2018,22 Sep 2018,4.0,201.0,12,blockchain,29,9000000.0,12000000.0,0.75,0.0237,1182,1,2907,3.5,303.0,N/A,N/A,N/A,-0.16797,385777,1.774,3.073,6.145,6.121,0.463,2.203,0.046,0.048
fic,27 Mar 2018,25 May 2018,59.0,321.0,12,other,27,4800000.0,16000000.0,0.3,0.17,1182,0,6164,3.5,303.0,N/A,N/A,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kurecoin,1 Jun 2018,30 Jun 2018,29.0,285.0,12,fintech,8,2100567.0,23339633.0,0.09,0.65,1182,0,14253,3.5,303.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
