age,region,industry,hardcap,raised,telegram,team,N_google_news,price,ret_ico_to_day_one
354,2,4,45931858.05932918,42000000.0,7985.0,13.0,9.0,0.59,-0.11599999999999999
326,4,4,34566584.30097836,20000000.0,761.0,30.0,1.0,0.1,-0.256
226,1,4,39998333.0,21599100.0,3724.0,18.0,1.0,0.42,-0.948
100,7,4,22570394.0,22570394.0,27946.0,9.0,6.0,0.17,1.4
145,5,2,51656963.0,51656963.0,33884.0,15.0,10.0,1.5,0.54
205,2,2,23639433.0,2836732.0,8103.0,10.0,8.0,1.0,1.68
229,6,3,98507061.0,32507330.0,4235.0,20.0,5.0,0.29,-0.45
394,12,0,34566584.30097836,17920000.0,14851.802682820096,17.0,5.0,0.044000000000000004,18.93
142,5,4,21513600.0,21513600.0,10077.0,11.0,5.0,0.1,1.364
190,1,2,75396746.0,37698373.0,18986.10291817741,6.0,1.0,1.1,2.373
54,10,3,11582610.615360258,1100000.0,7324.0,13.0,1.0,0.8279986571179905,0.0
131,12,0,25000000.0,25000000.0,15768.0,14.19262060061833,1.0,0.16,0.055
142,7,0,40948500.0,40948500.0,17600.0,10.0,1.0,6.0,-0.66
158,6,0,30000000.0,30000000.0,2165.0,9.0,5.0,0.25,0.6890000000000001
85,4,4,34566584.30097836,13881450.0,1620.0,12.0,0.0,0.9121706080373091,0.0
115,12,0,20000000.0,20000000.0,10982.0,16.0,2.2946645354714295,0.33,1.01
166,6,0,20021300.0,20021300.0,46002.0,6.0,2.0,0.78,1.423
190,5,0,17860000.0,17860000.0,18962.0,25.0,4.0,0.02,-0.069
160,8,0,25000000.0,25000000.0,20972.0,19.0,2.0,0.001,5.031000000000001
123,12,0,34566584.30097836,22869000.0,2352.0,17.0,1.0,0.8604840901386183,0.0
243,3,2,14508923.0,14508923.0,6373.0,11.0,2.0,0.03,0.8490000000000001
348,10,4,18035526.83829695,10000000.0,7348.945986307265,6.0,1.0,0.06,0.141
235,6,4,51253689.0,27676992.0,5431.0,5.0,3.0,2.3,0.035
444,12,4,15412846.790607298,2000000.0,1283.0,12.100648412515675,1.0,0.04,-0.23
343,2,2,10000000.0,10000000.0,4554.0,16.0,2.0,0.24,3.089
94,4,2,20000000.0,20000000.0,14279.0,13.0,2.0,0.0,0.0
235,1,4,26000000.0,26000000.0,4221.0,11.0,1.0,0.37,-0.02
69,4,4,34566584.30097836,14627210.0,12849.0,19.0,1.0,0.06,-0.336
402,4,2,12782000.0,12782000.0,3.0,8.0,1.0,0.54,0.9259999999999999
210,1,2,12600000.0,12600000.0,4371.0,4.0,3.0,0.3,0.345
614,1,4,18035526.83829695,7500000.0,330.0,12.100648412515675,1.0,0.02,-0.067
69,7,2,8561100.0,8561100.0,15105.0,17.0,2.0,0.0333,2.483
518,6,4,2274875.0,1706156.0,5395.366926923923,14.0,1.0,0.03,-0.287
311,1,4,18035526.83829695,9000000.0,7348.945986307265,8.0,1.0,0.02,-0.22
113,5,0,34566584.30097836,18856000.0,14851.802682820096,9.0,2.0,0.8604840901386183,0.0
165,2,7,41500000.0,41500000.0,17576.0,11.0,3.039308979752699,2.54,1.685
175,7,4,29959508.0,21271251.0,5616.0,17.0,2.0,0.02,-0.006
93,9,0,30000000.0,30000000.0,64726.0,27.0,8.0,0.5,-0.039
200,6,4,21000000.0,21000000.0,13054.0,26.0,9.0,0.07,1.993
126,7,4,40000000.0,40000000.0,51357.0,20.0,4.0,0.13,0.35
82,6,11,16433424.706358928,4000000.0,7769.65093136221,12.0,1.0,0.8279986571179905,0.0
170,7,4,15300000.0,15300000.0,11796.0,18.0,3.0,0.1,34.3
137,7,0,50000000.0,50000000.0,47843.0,21.0,1.0,0.0119,1.093
118,12,4,40226964.0,40226964.0,18986.10291817741,10.0,3.039308979752699,0.01,-0.359
189,2,8,11500000.0,11500000.0,8368.0,10.0,2.0,0.25,4.56
89,7,7,44150000.0,44150000.0,26012.0,9.0,1.0,0.0353,-0.22
315,1,4,25000000.0,25000000.0,4316.0,11.0,1.0,0.07,2.332
232,12,7,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.1,0.815
142,12,0,62580000.0,62580000.0,20418.0,13.600139161615928,1.0,0.13,0.51
360,12,2,34566584.30097836,13881450.0,3009.0,11.78575519762246,1.3894606962523557,0.9121706080373091,0.0
175,12,2,45318896.0,45318896.0,13404.0,28.0,10.0,1.0,0.55
93,1,7,39835222.0,39436870.0,6217.0,13.0,1.0,0.18,-0.226
229,6,4,16481481.0,13350000.0,2330.0,17.0,1.0,1.0,-0.373
193,2,4,98480114.0,28559233.0,14249.0,25.0,8.0,0.01,4.1610000000000005
579,6,5,24137000.0,24137000.0,16916.23900268034,31.0,7.0,0.024,3.583
220,1,4,34566584.30097836,16000000.0,9781.0,10.0,2.0,0.25,-0.151
380,3,4,14549200.0,4364760.0,3311.0,12.100648412515675,1.0,0.02,5.154
132,7,6,19270800.0,19270800.0,19903.0,14.0,1.0,0.1,1.901
406,7,2,10135135.0,7500000.0,7348.945986307265,4.0,4.0,1.0,-0.18
379,1,4,45931858.05932918,53000000.0,2562.0,6.0,2.0,0.76,2.539
406,1,4,16433424.706358928,3400000.0,7769.65093136221,3.0,1.0,1.61,0.59
184,4,2,31742857.0,11110000.0,7563.0,11.0,1.0,0.1,0.182
243,4,4,18982015.0,15375432.0,1055.0,8.0,2.0,0.64,-0.27899999999999997
477,6,7,34566584.30097836,13881450.0,42.0,2.0,1.0,0.9121706080373091,0.0
222,1,0,64869758.0,33732274.0,6098.0,26.0,6.0,0.1,-0.565
102,7,7,20000000.0,20000000.0,9083.0,17.0,1.0,0.002,-0.655
298,5,2,18035526.83829695,8949421.0,7348.945986307265,18.0,2.317412370806332,0.02,0.045
276,5,1,12000000.0,12000000.0,5653.0,34.0,7.0,0.1,1.75
275,7,4,16433424.706358928,3200000.0,7769.65093136221,24.0,2.0,0.56,-0.919
266,1,9,100513333.0,15077000.0,8288.672452034232,11.0,3.0,1.0,-0.255
88,1,4,32252400.0,32252400.0,99750.0,14.0,3.0,0.01,1.043
229,12,0,25150781.0,13078406.0,12342.0,3.0,7.0,0.07,-0.262
191,6,4,29158154.0,7581120.0,7892.0,19.0,4.0,0.02,0.397
620,1,0,18035526.83829695,5500000.0,13.0,13.0,1.0,0.08,0.991
407,4,4,16433424.706358928,5163000.0,7348.945986307265,19.0,10.0,0.06,0.17800000000000002
322,5,4,7724139.0,5406897.0,7348.945986307265,10.0,1.0,0.04,0.006
162,1,2,103823529.0,70600000.0,6240.0,9.0,4.0,1.47,0.932
147,12,2,34566584.30097836,13881450.0,9068.0,15.0,0.0,0.9121706080373091,0.0
145,6,0,149253731.0,100000000.0,22212.0,12.0,5.0,1.0,-0.036000000000000004
127,4,3,23991953.0,23991953.0,26927.0,10.0,3.0,0.2,0.588
343,5,2,99930427.0,62956169.0,3557.0,11.0,5.0,10.0,-0.192
158,1,4,81217069.0,41420705.0,13520.0,11.0,3.0,0.7,1.714
373,5,2,14820030.0,14820030.0,1094.0,9.0,1.0,0.12,1.682
598,12,4,4700000.0,4700000.0,7769.65093136221,12.100648412515675,1.0,0.19,-0.988
390,1,1,16433424.706358928,5000000.0,1449.0,7.0,1.0,4.6,1.446
114,1,0,34566584.30097836,17000000.0,7218.0,16.0,3.0,0.2,0.262
281,7,2,26101010.0,25840000.0,4659.0,9.0,2.0,2.13,-0.10300000000000001
239,12,0,30000000.0,30000000.0,3486.0,14.0,1.0,1.1,-0.235
311,5,10,15412846.790607298,2000000.0,2.0,31.0,1.0,0.02,1.128
308,7,2,33000000.0,33000000.0,9486.0,20.0,6.0,1.1,0.1
478,2,4,16433424.706358928,5400000.0,7348.945986307265,1.0,7.0,10.0,-0.06
189,2,1,52852133.0,19026768.0,3451.0,4.0,3.0,0.63,0.542
347,12,4,18035526.83829695,10000000.0,7348.945986307265,12.100648412515675,1.0,0.02,2.26
430,12,4,18035526.83829695,5800000.0,2211.0,7.0,1.0,0.1,1.41
175,2,2,10000000.0,10000000.0,1221.0,15.0,1.0,0.01,5.9110000000000005
156,6,2,10000000.0,10000000.0,9139.0,15.0,1.0,0.03,21.283
645,9,0,11582610.615360258,1000000.0,5395.366926923923,7.0,1.0,0.1,-0.9179999999999999
285,11,2,14005746.0,14005746.0,3081.0,20.0,8.0,0.01,23.561999999999998
281,5,2,35910000.0,35910000.0,4757.0,11.0,1.0,0.19,0.502
221,10,6,30610769.0,4897723.0,19595.0,11.0,1.0,0.5,-0.18899999999999997
78,1,4,19178758.0,2301451.0,58361.0,5.0,7.0,0.01,2.315
130,4,2,29000000.0,29000000.0,22093.0,15.0,1.0,0.5,-0.11199999999999999
123,7,4,20191350.0,20191350.0,823.0,5.0,2.2946645354714295,0.13,-0.253
318,5,1,7506804.0,6981328.0,7348.945986307265,7.0,1.0,0.24,-0.174
295,5,4,43000000.0,30100000.0,4815.0,13.0,1.0,0.56,-0.284
175,1,2,35063002.0,18934021.0,25.0,9.0,1.0,0.1,2.021
144,7,4,18750000.0,18750000.0,8936.0,12.0,9.0,2.56,0.207
90,7,2,14400000.0,14400000.0,9231.0,23.0,1.0,0.08,-0.184
145,7,2,21776392.0,21776392.0,11260.0,48.0,1.0,0.02,2.327
47,12,7,17969722.0,9883347.0,12103.0,12.0,0.0,0.45,-0.10400000000000001
1,7,6,30000000.0,30000000.0,23982.0,9.0,9.0,1.0,0.31
389,5,0,16433424.706358928,4122700.0,7769.65093136221,5.0,1.0,0.05,5.732
65,5,4,19911150.0,19911150.0,13333.0,20.0,3.0,0.0055,1.65
74,12,5,34566584.30097836,13881450.0,17137.0,14.0,0.0,0.68,0.259
133,7,1,45931858.05932918,52712179.0,4929.0,15.0,8.0,0.25,-0.61
132,12,2,15000000.0,15000000.0,28404.0,11.78575519762246,1.0,0.35,0.25
118,1,4,10000000.0,10000000.0,2080.0,11.0,1.0,1.0,-0.963
106,7,4,20000000.0,20000000.0,16321.0,20.0,2.0,0.04,-0.209
128,5,7,30555556.0,5500000.0,2969.0,16.0,1.0,0.1,-0.1
232,1,5,15000000.0,15000000.0,908.0,14.0,1.0,0.02,-0.313
149,6,0,50000000.0,50000000.0,4756.0,13.0,10.0,0.1,0.027999999999999997
78,6,2,19100000.0,19100000.0,10245.0,19.0,1.0,0.05,-0.44799999999999995
200,12,2,25052829.0,1753698.0,1703.0,11.0,1.0,1.0,-0.8029999999999999
199,12,7,2592064.0,2592064.0,2248.0,15.0,1.0,0.62,0.365
241,7,2,40171645.0,18880673.0,5541.0,35.0,1.0,0.3,-0.057999999999999996
190,2,0,56482691.50535375,70000002.0,1939.0,8.0,3.0,1.0,5.77
19,5,2,13542375.0,13542375.0,10203.0,13.0,0.0,0.14,0.384
78,12,4,5398600.0,5398600.0,10534.0,12.100648412515675,1.0,0.0446,1.284
200,7,0,31421600.0,2827944.0,131.0,23.0,1.0,0.19,4.059
80,6,2,50943548.0,13754758.0,69516.0,18.0,6.0,0.067,-0.7040000000000001
110,1,0,25000000.0,3000000.0,5464.0,15.0,5.0,0.28,-0.846
183,12,2,6733325.0,4780661.0,14001.0,12.0,1.0,0.2,0.456
170,5,4,66743477.0,42715825.0,11615.0,15.0,9.0,0.24,1.561
191,1,4,25547000.0,25547000.0,10597.0,19.0,6.0,0.1,0.505
49,1,7,17800164.0,5874054.0,5451.0,20.0,1.0,0.0059,1.0390000000000001
466,12,7,45931858.05932918,36349723.0,18986.10291817741,14.19262060061833,0.0,0.07,15.857000000000001
190,5,7,16433424.706358928,4000000.0,7769.65093136221,20.0,1.0,0.8279986571179905,0.0
271,1,4,20057978.0,18653920.0,1586.0,16.0,1.0,0.89,-0.446
78,1,4,49884615.0,25940000.0,7656.0,7.0,7.0,0.0165,-0.643
147,1,7,20000000.0,20000000.0,8104.0,15.0,1.0,0.1,0.324
242,5,4,67200000.0,67200000.0,356.0,33.0,2.0,0.12,-0.461
239,1,4,9019759.0,1984347.0,1532.0,15.0,1.0,0.29,1.4980000000000002
161,5,11,22127834.0,22127834.0,16898.0,22.0,1.0,0.08,5.711
281,7,5,50930400.0,7130256.0,1262.0,15.0,2.0,0.39,-0.493
189,2,1,105123610.0,10512361.0,10004.0,16.0,3.0,1.76,-0.682
19,12,4,34566584.30097836,13881450.0,15583.0,15.0,1.3894606962523557,0.9121706080373091,0.0
305,1,4,16433424.706358928,3400000.0,7769.65093136221,11.0,1.0,0.0,0.0
196,10,4,12130823.0,4731021.0,3729.0,5.0,2.0,0.12,-0.038
100,7,9,29891304.0,27500000.0,14667.0,25.0,9.0,0.35,-0.8059999999999999
370,1,4,10285714.0,7200000.0,7348.945986307265,6.0,1.0,0.1,6.165
236,1,7,100000000.0,6000000.0,3808.0,12.0,6.0,1.0,-0.35
70,11,7,40871931.0,28610352.0,2078.0,9.0,3.027427455376447,0.0349,-0.43
553,12,5,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.1,10.7
266,2,0,34566584.30097836,14600000.0,1818.0,23.0,3.0,44.38,0.034
39,7,4,11997268.0,10437623.0,7815.0,24.0,5.0,0.8252017079498805,0.0
96,5,2,6975427.0,6766164.0,5702.0,10.0,1.0,0.8607916409000721,0.0
145,1,4,13962900.0,13962900.0,6628.0,5.0,1.0,0.05,-0.16699999999999998
143,5,4,18000000.0,18000000.0,6458.0,24.0,7.0,0.1,2.178
110,3,4,15000000.0,15000000.0,19344.0,15.0,1.0,0.15,1.3840000000000001
69,7,4,20119048.0,16900000.0,99970.0,6.0,2.2297417985057035,0.05,-0.518
190,2,2,10138600.0,2129106.0,19870.0,13.0,3.0,0.01,-0.73
128,8,4,34566584.30097836,13881450.0,7348.945986307265,15.0,1.0,0.2,0.679
159,1,1,10563565.0,7605767.0,7348.945986307265,8.0,2.0,0.5,-0.966
140,12,8,10000000.0,10000000.0,5260.0,6.0,4.0,0.19,0.741
325,1,4,18035526.83829695,10000005.0,7348.945986307265,7.0,1.0,0.03,0.9279999999999999
281,12,0,69038040.0,20711412.0,14851.802682820096,4.0,1.0,0.05,-0.16399999999999998
175,12,4,1602927.0,1602927.0,6815.0,8.0,1.0,0.04,0.899
100,1,7,15000000.0,15000000.0,10254.0,14.0,1.3894606962523557,0.13,-0.303
127,6,0,18632900.0,18632900.0,4354.0,36.0,1.0,0.52,0.545
149,12,7,34566584.30097836,13881450.0,6954.0,4.0,1.0,0.9121706080373091,0.0
47,4,0,10000000.0,10000000.0,7664.0,6.0,5.0,0.02,0.5479999999999999
74,1,2,47619048.0,10000000.0,7348.945986307265,18.0,1.0,-0.07,-4.111000000000001
234,4,4,28889922.0,6644682.0,128.0,6.0,2.0,0.11,-0.16899999999999998
420,1,4,16433424.706358928,4978366.0,7348.945986307265,9.0,1.0,0.06,0.305
175,5,4,100000000.0,25000000.0,3054.0,14.0,8.0,0.1,0.146
110,2,7,16000000.0,16000000.0,323.0,18.0,5.0,16.0,-0.9990000000000001
203,2,4,29920748.0,8078602.0,1942.0,22.0,7.0,0.74,1.3780000000000001
275,4,1,18780000.0,18780000.0,259.0,7.0,1.0,3.66,0.20199999999999999
86,7,5,35934066.0,32700000.0,29178.0,51.0,1.0,0.0974,-0.6829999999999999
205,12,7,34566584.30097836,13881450.0,7348.945986307265,7.0,1.0,0.05,1.9380000000000002
171,4,2,25201343.0,8820470.0,1761.0,13.0,3.0,0.06,-0.33799999999999997
1009,6,0,146500.0,20510.0,5395.366926923923,7.0,4.0,0.02,-0.131
96,7,2,45931858.05932918,38646754.0,2117.0,13.0,1.0,0.8604840901386183,0.0
147,12,2,34566584.30097836,11900000.0,1132.0,2.0,1.0,5.26,-0.927
250,8,4,37050000.0,3705000.0,7769.65093136221,5.0,1.0,0.15,0.413
182,5,2,15899675.0,5087896.0,12297.0,19.0,1.0,0.12,0.812
189,5,0,14964247.0,12121040.0,11447.0,11.0,0.0,0.48,-0.491
204,12,4,14949619.0,2391939.0,1936.0,16.0,3.0,3.3,-0.055
374,1,4,34566584.30097836,13325693.0,2672.0,8.0,1.0,0.89,1.4609999999999999
225,9,4,1300000.0,13881450.0,911.0,9.0,2.0,0.13,2.3409999999999997
95,12,7,9299199.0,7904319.0,6369.0,12.100648412515675,2.317412370806332,0.0122,-0.483
159,6,0,10133235.0,10133235.0,2258.0,20.0,2.317412370806332,0.22,-0.588
102,4,2,32951579.0,18782400.0,14735.0,5.0,3.0,0.17,-0.564
-2,12,4,6792000.0,6792000.0,39335.0,13.0,2.317412370806332,0.0283,-0.25
268,12,7,34566584.30097836,20400000.0,2181.0,13.474824209645888,3.0,0.9,0.289
89,7,2,50000000.0,50000000.0,12385.0,17.0,2.0,0.8604840901386183,0.0
114,7,0,17376260.0,17376260.0,20730.0,3.0,0.0,0.15,-0.051
185,7,4,2900524.0,1566283.0,2464.0,8.0,1.0,0.93,-0.701
171,7,4,22188103.0,7100193.0,13394.0,15.0,1.0,0.05,-0.735
49,7,0,3904621.0,3865575.0,8567.0,12.0,3.0,0.28,1.642
190,2,4,11582610.615360258,18291.0,2765.0,8.0,5.0,0.0,0.0
85,4,2,42227032.326398775,30000000.0,8229.0,7.0,0.0,1.0,-0.813
100,7,7,34566584.30097836,13881450.0,7348.945986307265,6.0,1.3894606962523557,0.9121706080373091,0.0
204,1,4,1046210.0,1046210.0,1452.0,21.0,3.0,0.1,1.547
119,5,4,13444650.0,13444650.0,6766.0,8.0,1.0,0.2,-0.237
135,5,2,9917634.0,9917634.0,8662.0,52.0,3.0,0.01,-0.583
148,12,7,34566584.30097836,13881450.0,102.0,11.78575519762246,3.0,0.28,-0.267
86,5,1,17491749.0,17491749.0,15968.0,17.0,1.0,0.17,-0.675
288,12,1,19783621.0,5737250.0,1643.0,11.0,1.0,0.04,0.299
508,1,0,34566584.30097836,13881450.0,7348.945986307265,3.0,1.0,5.06,-0.897
253,5,4,22080000.0,220800.0,14461.0,5.0,2.0,1.01,2.129
39,4,2,31867900.0,1912074.0,897.0,14.0,0.0,1.0,-0.857
130,12,0,19042042.0,19042042.0,4932.0,18.0,0.0,0.39,-0.7979999999999999
364,2,0,18035526.83829695,7000000.0,973.0,11.0,7.0,1.55,47.348
205,5,1,30000000.0,13881450.0,6604.0,3.0,1.0,0.17,-0.9670000000000001
266,10,7,24996551.0,8748793.0,736.0,1.0,3.0,0.1,0.495
219,2,9,66635300.0,6663530.0,5119.0,12.0,5.0,0.57,-0.308
144,5,4,42227032.326398775,28000000.0,6968.0,14.0,2.0,0.8604840901386183,0.0
367,5,4,11582610.615360258,64651.0,9058.0,7.02733916083916,6.0,0.8279986571179905,0.0
154,3,4,14500000.0,14500000.0,3963.0,17.0,1.0,0.2,-0.604
103,6,5,9468000.0,9468000.0,13859.0,15.0,7.0,1.05,-0.373
251,7,9,33139284.0,10604571.0,2001.0,4.0,7.0,1.38,-0.268
249,12,4,16433424.706358928,5208991.0,1509.0,19.0,1.0,0.05,-0.516
229,12,2,10000000.0,13881450.0,4248.0,9.0,1.0,0.1,-0.955
237,5,7,15546415.0,2021034.0,1961.0,7.0,1.0,0.0267,-0.24100000000000002
220,5,7,34566584.30097836,13881450.0,25256.0,6.0,2.0,1.21,-0.11599999999999999
128,5,4,45978800.0,45978800.0,10636.0,14.0,1.0,1.15,-0.5870000000000001
221,4,0,64815071.0,18148220.0,371.0,3.0,5.0,0.31,0.243
298,1,4,6284400.0,6284400.0,7348.945986307265,7.0,1.0,1.0,0.08
591,12,7,34566584.30097836,13881450.0,7348.945986307265,11.78575519762246,1.0,0.2,-0.126
220,12,4,11582610.615360258,25848.0,5395.366926923923,7.02733916083916,1.0,0.05,7.382000000000001
69,7,4,30166667.0,21720000.0,38927.0,18.0,1.0,0.8604840901386183,0.0
-2,5,0,34566584.30097836,13881450.0,631.0,12.0,2.0,0.8170000000000001,-0.9490000000000001
349,12,4,15412846.790607298,2742420.0,2.0,12.100648412515675,8.0,0.28,0.425
196,8,4,10047727.0,8842000.0,7348.945986307265,5.0,1.0,0.1,0.078
199,1,5,15000000.0,15000000.0,2416.0,7.0,1.0,0.1,-0.433
81,7,2,34764286.0,24335000.0,6814.0,5.0,4.0,0.1,-0.8740000000000001
187,1,1,15320067.0,1378806.0,2811.0,19.0,1.0,0.5,5.32
192,2,4,20000000.0,8000000.0,1965.0,8.0,1.0,1.0,0.5
195,2,7,2696970.0,2670000.0,2355.0,8.0,1.0,0.23,0.354
294,1,4,59166667.0,14200000.0,1680.0,13.0,1.0,0.26,-0.634
85,1,4,19903733.0,9155717.0,10061.0,9.0,5.0,0.12,-0.612
173,5,2,48000000.0,13881450.0,2862.0,8.0,1.0,14.0,-0.506
175,7,2,30206571.0,4228920.0,4747.0,7.0,1.0,0.31,12.097000000000001
118,5,2,61596489.0,11087368.0,8399.0,4.0,5.0,1.19,-0.648
391,4,4,11582610.615360258,1216178.0,6069.0,3.0,1.0,1.14,0.9209999999999999
192,4,2,18035526.83829695,10000000.0,969.0,4.0,2.0,0.9,1.1440000000000001
142,7,7,16433424.706358928,4800000.0,7769.65093136221,12.100648412515675,1.0,0.8279986571179905,0.0
95,5,2,15724444.0,2830400.0,6218.0,15.0,4.0,0.29,-0.833
214,1,0,16433424.706358928,5000000.0,6888.0,66.0,1.0,1.2,-0.657
205,12,4,49417304.0,11860153.0,7164.0,36.0,5.0,0.25,0.691
309,2,2,45931858.05932918,50000009.0,18986.10291817741,13.0,7.0,1.0,-0.204
