coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
live-stars,15 Jan 2018,15 Feb 2018,31.0,281.0,5,telecommunications,5,2518564.0,5037128.0,0.5,0.2,2365,1,5886,2.0,148.0,Medium,N/A,N/A,-0.60247,144179,-0.051,-0.169,-2.684,-2.727,-0.076,-1.239,-0.005,-0.006
fabric-token,15 Feb 2018,1 Apr 2018,45.0,236.0,5,blockchain,3,1035986.0,8633217.0,0.12,0.1125,4439,1,N/A,1.0,57.0,Medium,High,N/A,-0.17188,83004,0.081,0.047,0.743,0.718,-1.046,-11.301,0.003,0.002
mithril-ore,04 Feb 2018,06 Mar 2018,30.0,262.0,3,fintech,9,N/A,3000000.0,N/A,30.0,N/A,0,N/A,1.0,119.0,Low,High,N/A,-0.29133,479,0.05,-0.004,-0.065,-0.081,1.112,8.687,0.032,0.03
regalcoin,22 Aug 2017,22 Sep 2017,31.0,427.0,3,other,N/A,N/A,N/A,N/A,0.97,N/A,0,9063,3.5,187.0,N/A,N/A,0.32,10.74227,3808740,0.396,0.222,3.528,3.506,-0.348,-4.728,0.019,0.019
crystal-clear,8 Sep 2017,8 Oct 2017,30.0,411.0,2,other,7,3377550.0,3377550.0,1.0,3.0949,N/A,0,2487,1.0,95.0,N/A,N/A,0.74,-0.10175,21319,-0.142,-0.025,-0.405,-0.419,0.039,3.481,0.008,0.007
300-token,30 Jun 2017,6 Jul 2017,6.0,505.0,3,other,N/A,16724.0,23891.0,0.7,79.764,N/A,0,951,2.0,68.0,N/A,N/A,N/A,7.33371,22581,-0.156,0.032,0.508,0.492,0.061,0.381,0.013,0.013
iconic,01 Mar 2018,31 Mar 2018,30.0,237.0,12,fintech,N/A,138837.0,6941850.0,0.02,0.029,2318,0,3951,N/A,N/A,Low,Medium,N/A,0.21338,180,0.238,0.156,2.472,2.462,0.048,-0.954,0.029,0.017
mir-coin,09 Apr 2018,27 May 2018,48.0,180.0,12,blockchain,N/A,N/A,480000000.0,N/A,0.8,N/A,3,N/A,N/A,N/A,Low,N/A,N/A,-0.93712,447437,0.146,1.158,2.316,2.304,1.77,15.852,0.037,0.035
game-stars,10 May 2018,9 Jul 2018,60.0,137.0,7,other,1,2180762.0,7519869.0,0.29,0.035,551,0,307,2.0,117.0,N/A,N/A,0.74,-0.98771,568254,0.166,1.314,2.628,2.613,0.797,4.094,0.023,0.018
karatgold-coin,15 Feb 2018,15 Apr 2018,59.0,222.0,5,fintech,5,10000000.0,71428571.0,0.14,0.05,N/A,1,1939,2.4,275.0,Medium,N/A,N/A,-0.83232,144387,0.148,0.132,2.096,2.064,-0.038,0.639,0.005,0.006
exchange-union,05 Aug 2017,29 Aug 2017,24.0,451.0,12,fintech,3,1500000.0,1500000.0,1.0,1.0,N/A,0,N/A,N/A,N/A,Low,Medium,N/A,1.29,304953,0.189,0.19,3.009,2.991,-0.071,-0.22,0.004,0.004
asura-coin,2 Jun 2018,31 Jul 2018,59.0,115.0,9,gaming,8,4058000.0,11935294.0,0.34,0.0062,16633,0,8167,1.5,91.0,High,N/A,N/A,-0.76694,54152,0.213,1.694,3.388,3.363,0.324,2.093,0.007,0.005
starcoin,25 Jun 2018,01 Aug 2018,37.0,114.0,12,other,N/A,6945.0,N/A,0.0,N/A,N/A,1,1659,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
menlo-one,17 Sep 2018,15 Oct 2018,28.0,39.0,7,other,10,2661500.0,2661500.0,1.0,0.0177,10920,0,8925,1.7,157.0,N/A,N/A,0.88,-0.5409,3399,-0.443,-0.766,-1.533,-1.547,-4.4,-40.991,-0.131,-0.121
hybrid-block,23 May 2018,05 Jun 2018,13.0,171.0,12,fintech,N/A,47830000.0,49822917.0,0.96,0.3,23481,0,N/A,N/A,N/A,High,Medium,N/A,-0.88788,45404,-0.13,-0.061,-0.972,-1.013,0.002,-1.085,-0.011,-0.011
sphre-air,1 Jun 2017,30 Jun 2017,29.0,511.0,4,other,4,5272732.0,N/A,N/A,0.189,N/A,0,N/A,N/A,N/A,N/A,N/A,0.2,-0.21818,10531,0.17,0.129,2.048,2.014,-0.083,-0.391,0.002,-0.001
rocket-pool,25 Nov 2017,7 Jan 2018,43.0,320.0,12,other,4,N/A,N/A,N/A,0.9317,N/A,0,746,1.0,139.0,N/A,N/A,N/A,0.08404,119618,-0.578,0.059,0.935,0.919,0.115,-1.198,0.007,0.006
solomon-exchange,28 Aug 2017,28 Sep 2017,31.0,421.0,12,other,4,N/A,39000734.0,N/A,1.0,N/A,1,2328,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
smart-investment-fund-token,01 Aug 2017,15 Sep 2017,45.0,434.0,12,other,2,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
enigma-catalyst,11 Sep 2017,11 Sep 2017,0.0,438.0,1,other,5,45000000.0,45000000.0,1.0,0.6,N/A,0,6650,5.9,168.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
finshi-capital,6 Sep 2017,6 Oct 2017,30.0,413.0,7,other,4,21420275.0,21420275.0,1.0,1.0,344,3,534,1.0,84.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
atb-coin,12 Jul 2017,1 Sep 2017,51.0,448.0,1,other,7,20400000.0,N/A,N/A,1.0,N/A,1,2800,2.0,120.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
21-million,12 Jun 2017,28 Jun 2017,16.0,513.0,12,other,4,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
basic-attention-token,31 May 2017,31 May 2017,0.0,541.0,12,other,11,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mysterium-network,30 May 2017,30 May 2017,0.0,542.0,5,other,8,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
back-to-earth,26 Apr 2017,28 Apr 2017,2.0,574.0,1,other,6,10000007.0,N/A,N/A,0.2654,1710,1,2510,N/A,N/A,N/A,N/A,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockchain-capital,10 Apr 2017,10 Apr 2017,0.0,592.0,1,other,5,10000000.0,N/A,N/A,1.0,N/A,5,25886,1.6,96.0,N/A,N/A,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
melon,15 Feb 2017,16 Feb 2017,1.0,645.0,6,other,5,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
beyond-the-void,1 Nov 2016,30 Nov 2016,29.0,723.0,5,other,3,29195634.0,88471618.0,0.33,0.01,N/A,1,5841,1.5,96.0,N/A,N/A,0.22,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arcade-city,30 Nov 2017,26 Feb 2018,88.0,270.0,1,transportation,7,63500077.0,63500077.0,1.0,0.0,N/A,1,5174,1.7,143.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
project-decorum,8 Apr 2017,3 May 2017,25.0,569.0,5,other,1,40000.0,N/A,N/A,0.0,N/A,1,583,N/A,N/A,N/A,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
neucoin,17 Nov 2017,17 Dec 2017,30.0,341.0,12,other,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldopo,17 Aug 2018,17 Feb 2019,184.0,-86.0,5,other,12,N/A,18000000.0,N/A,0.12,40478,0,9436,3.1,249.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
betinreal,01 Jan 2019,31 Mar 2019,89.0,-128.0,5,other,6,N/A,9600000.0,N/A,0.2,834,0,1176,1.0,69.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
moozicore,01 Aug 2018,28 Aug 2018,27.0,87.0,5,other,5,N/A,2102540.0,N/A,0.01,2374,0,1245,2.2,197.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
securix,27 Sep 2018,30 Nov 2018,64.0,-7.0,12,other,11,N/A,55000000.0,N/A,N/A,22902,0,3797,1.7,178.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vegawallet,17 Sep 2018,16 Nov 2018,60.0,7.0,5,fintech,13,N/A,40000000.0,N/A,0.28,2876,0,2779,1.3,137.0,Low,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aen,08 Sep 2018,20 Oct 2018,42.0,34.0,5,other,23,N/A,N/A,N/A,N/A,8979,0,240,1.6,100.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
joys,21 Jun 2018,04 Sep 2018,75.0,80.0,2,fintech,18,27985.0,N/A,0.0,0.04,2300,0,146,1.8,176.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lvx,01 Jul 2018,23 Sep 2018,84.0,61.0,3,other,6,N/A,75000000.0,N/A,0.125,N/A,0,792,2.0,157.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
simplybrand,01 Dec 2018,31 Dec 2018,30.0,-38.0,7,other,7,N/A,20000000.0,N/A,0.005,4736,0,365,2.0,74.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
b21,23 Sep 2018,30 Sep 2018,7.0,54.0,7,fintech,9,N/A,29000000.0,N/A,0.16,7699,0,3277,2.5,187.0,Medium,N/A,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptosoul,06 Oct 2019,07 Oct 2019,1.0,-318.0,2,other,15,N/A,12.0,N/A,0.0125,40024,0,31733,3.6,445.0,N/A,N/A,N/A,-0.89432,2557,-0.235,-1.865,-3.731,-3.762,0.804,8.217,-0.01,-0.012
customcoin,12 Oct 2018,12 Nov 2018,31.0,11.0,4,other,7,N/A,12000000.0,N/A,N/A,600,0,908,1.0,98.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
geon,31 Jan 2019,31 Mar 2019,59.0,-128.0,7,other,17,N/A,35198557.0,N/A,0.1,4678,0,3721,3.0,195.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
