coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
centaure,10 May 2018,10 Jul 2018,61.0,136.0,12,other,7,N/A,3030.0,N/A,0.15,12552,1,13475,1.0,91.0,N/A,N/A,N/A,-0.86159,2560,0.152,0.095,1.51,1.501,-0.879,-4.758,0.062,0.064
datablockchain,27 Jun 2018,21 Jul 2018,24.0,125.0,7,other,9,N/A,50000000.0,N/A,79.894,40711,0,4648,1.5,159.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vosai,20 Apr 2018,20 Aug 2018,122.0,95.0,1,other,17,N/A,100000000.0,N/A,0.75,347,0,679,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kasko2go,31 May 2018,30 Jul 2018,60.0,116.0,6,transportation,7,N/A,3700000.0,N/A,0.12,N/A,0,13763,1.0,114.0,High,Medium,0.88,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
discoveryiot,01 Aug 2018,15 Sep 2018,45.0,69.0,5,other,12,N/A,19600000.0,N/A,0.11,24883,0,103,1.0,67.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
yappadappadoo,04 Jun 2018,04 Aug 2018,61.0,111.0,6,other,5,N/A,16000000.0,N/A,0.13,N/A,0,7533,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
yondocoin,13 Mar 2018,31 Aug 2018,171.0,84.0,9,other,11,N/A,20000000.0,N/A,0.2,7995,0,8094,2.4,163.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crypstock,15 Aug 2018,10 Sep 2018,26.0,74.0,12,fintech,9,N/A,59000000.0,N/A,0.25,4644,0,N/A,1.0,79.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eminent,27 Jun 2018,03 Jul 2018,6.0,143.0,7,other,4,N/A,28572155.0,N/A,0.25,18638,0,1442,1.0,78.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ern,25 Jun 2018,30 Jul 2018,35.0,116.0,4,other,7,N/A,25000000.0,N/A,0.09,21699,0,8977,1.0,107.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
po8,01 Apr 2018,30 Jul 2018,120.0,116.0,12,other,4,N/A,30300000.0,N/A,0.012,36766,0,26751,1.0,160.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitney,01 Aug 2018,15 Aug 2018,14.0,100.0,12,other,8,N/A,32000000.0,N/A,0.08,158,0,2261,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
reme-coin,02 May 2018,15 Jul 2018,74.0,131.0,5,other,21,N/A,N/A,N/A,N/A,905,0,3935,2.0,194.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aigo,11 May 2018,30 Jul 2018,80.0,116.0,1,other,8,N/A,20000000.0,N/A,1.0,5386,0,4305,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lookscoin,06 Aug 2018,30 Aug 2018,24.0,85.0,7,other,5,N/A,30000000.0,N/A,0.19,7235,0,361,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nyigde?,16 May 2018,11 Aug 2018,87.0,104.0,5,other,16,N/A,N/A,N/A,N/A,2123,0,1921,1.6,96.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
patentico,01 Aug 2018,09 Sep 2018,39.0,75.0,2,other,7,N/A,130349.0,N/A,N/A,361,0,N/A,2.0,91.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
starflow,04 Jul 2018,04 Aug 2018,31.0,111.0,7,other,21,N/A,N/A,N/A,N/A,91864,0,5918,2.0,103.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bloomx,29 May 2018,27 Jul 2018,59.0,119.0,7,other,4,N/A,19000000.0,N/A,0.01,514,0,241,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
prevue,30 Mar 2018,06 Aug 2018,129.0,109.0,1,other,7,N/A,N/A,N/A,0.15,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
repu,08 Jul 2018,08 Aug 2018,31.0,107.0,2,fintech,14,34299022.0,34299022.0,1.0,0.0571,14893,0,2922,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crowdnext,15 Aug 2018,15 Sep 2018,31.0,69.0,1,other,4,N/A,N/A,N/A,N/A,24,0,1302,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
shelterdao,01 Jun 2018,31 Aug 2018,91.0,84.0,1,blockchain,6,N/A,490331.0,N/A,N/A,24,0,N/A,1.0,57.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xmp,16 Aug 2018,28 Sep 2018,43.0,56.0,3,other,7,N/A,60000000.0,N/A,0.1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
brick,16 Aug 2018,16 Sep 2018,31.0,68.0,5,fintech,9,12000000.0,50000000.0,0.24,0.6,172,0,33,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
edumetrix,10 Jul 2018,08 Aug 2018,29.0,107.0,5,other,4,N/A,10000000.0,N/A,0.1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fintechnics,01 Jun 2018,16 Sep 2018,107.0,68.0,6,other,4,N/A,N/A,N/A,N/A,10,0,31,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
procurean,30 Aug 2018,15 Sep 2018,16.0,69.0,5,other,11,N/A,21000000.0,N/A,0.22,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hirefreehands,14 May 2018,30 Jul 2018,77.0,116.0,3,other,3,N/A,10000000.0,N/A,0.05,6505,0,11947,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
icash,01 Jun 2018,31 Aug 2018,91.0,84.0,1,blockchain,12,30000000.0,428571429.0,0.07,1.0,6145,0,6244,1.0,122.0,Medium,Medium,N/A,-0.96777,68039,-0.409,-3.242,-6.485,-6.614,-0.26,-2.292,-0.029,-0.029
eva,28 Jun 2018,11 Jul 2018,13.0,135.0,6,other,8,N/A,4334050.0,N/A,N/A,175,0,795,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kryptobits,17 May 2018,24 Aug 2018,99.0,91.0,5,other,26,N/A,N/A,N/A,N/A,20198,0,13714,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
moveco,01 Jul 2018,31 Jul 2018,30.0,115.0,7,other,10,N/A,20000000.0,N/A,0.15,3928,0,1451,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bandz,02 Jul 2018,20 Aug 2018,49.0,95.0,5,other,6,N/A,8640234.0,N/A,0.075,9242,0,5400,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
herdius,18 Aug 2018,31 Aug 2018,13.0,84.0,5,other,8,N/A,N/A,N/A,N/A,9370,0,3285,3.0,101.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
irespo,01 Aug 2018,22 Aug 2018,21.0,93.0,5,other,3,N/A,12000000.0,N/A,0.15,391,0,430,N/A,N/A,Low,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fizcal,06 Jun 2018,03 Jul 2018,27.0,143.0,1,other,8,N/A,5000000.0,N/A,0.16,N/A,0,2004,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
localxpose,20 Jun 2018,20 Jul 2018,30.0,126.0,12,other,3,N/A,2250000.0,N/A,0.15,43,0,137,1.0,138.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinepic,18 Jul 2018,31 Jul 2018,13.0,115.0,5,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
osa,21 Jul 2018,31 Aug 2018,41.0,84.0,7,other,28,40000000.0,40000000.0,1.0,0.0557,100,0,1534,3.0,368.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ekkbaz,25 Jun 2018,9 Jul 2018,14.0,137.0,7,other,19,N/A,N/A,N/A,0.0484,3,0,2387,3.0,122.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
grapevine,4 Jul 2018,15 Aug 2018,42.0,100.0,5,other,7,26799000.0,30111236.0,0.89,0.1,6739,0,5882,1.0,147.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
quadrant,26 Jul 2018,26 Jul 2018,0.0,120.0,7,other,7,16000000.0,20000000.0,0.8,0.05,13105,0,3955,1.1,159.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
codex,24 Jul 2018,12 Aug 2018,19.0,103.0,1,blockchain,9,12000000.0,12000000.0,1.0,0.055,12182,0,2506,1.4,77.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
online,10 Jul 2018,31 Jul 2018,21.0,115.0,5,other,11,50000000.0,50000000.0,1.0,0.04,50888,0,10,1.3,107.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
orca,6 Aug 2018,6 Sep 2018,31.0,78.0,5,fintech,19,1500000.0,10000000.0,0.15,0.06,515,0,N/A,1.2,90.0,N/A,N/A,0.92,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vrt,14 Mar 2018,31 Jul 2018,139.0,115.0,2,other,13,2402311.0,16015407.0,0.15,1.0,12552,0,795,3.0,128.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
birake,1 Mar 2018,1 Aug 2018,153.0,114.0,5,other,7,N/A,20000000.0,0.01,0.1,15389,2,1677,1.6,165.0,N/A,N/A,N/A,2.22564,58748,-0.22,-0.02,-0.314,-0.334,-0.429,-7.719,0.004,0.005
cryptomillionslotto,2 Jul 2018,30 Jul 2018,28.0,116.0,4,other,18,N/A,62500000.0,N/A,2.5,N/A,0,24316,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
pryvatecoin,9 Apr 2018,1 Aug 2018,114.0,114.0,7,other,9,N/A,20000000.0,N/A,0.6,N/A,0,1929,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
acred,20 Jun 2018,13 Jul 2018,23.0,133.0,7,other,9,N/A,4278000.0,N/A,0.4278,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
optitoken,1 Apr 2018,1 Jul 2018,91.0,145.0,7,fintech,4,N/A,8688000.0,N/A,0.362,4611,0,1752,1.2,135.0,Medium,High,N/A,-0.97068,15465,0.379,0.234,3.713,3.706,1.404,6.244,0.064,0.061
rouge,4 Jun 2018,8 Jul 2018,34.0,138.0,5,other,6,N/A,28000000.0,N/A,0.076,N/A,0,1885,3.0,424.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
buddtoken,26 Jun 2018,30 Jul 2018,34.0,116.0,4,other,5,N/A,70000000.0,N/A,0.75,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptassist,31 Jul 2018,29 Sep 2018,60.0,55.0,5,blockchain,29,14060000.0,N/A,N/A,0.38,30269,0,N/A,N/A,N/A,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
midas,1 Jul 2018,22 Jul 2018,21.0,124.0,7,fintech,11,9019600.0,9019600.0,1.0,0.0458,8130,0,2193,1.5,119.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
stay,1 Jun 2018,30 Jul 2018,59.0,116.0,7,other,6,N/A,34980000.0,N/A,1.166,N/A,0,1280,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitchord,11 Apr 2018,27 Aug 2018,138.0,88.0,10,other,3,N/A,23100000.0,N/A,0.21,45,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
carboneum,25 Jun 2018,7 Jul 2018,12.0,139.0,7,blockchain,5,6337157.0,11956900.0,0.53,0.1,17804,0,16190,1.3,141.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
iat,15 Jun 2018,15 Aug 2018,61.0,100.0,7,other,10,N/A,20000000.0,N/A,0.01,14054,0,6624,1.0,101.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
intiva,21 May 2018,8 Jul 2018,48.0,138.0,1,insurance services,9,N/A,24000000.0,N/A,0.5,9626,0,N/A,2.3,609.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tracoin,12 May 2018,30 Jul 2018,79.0,116.0,11,other,8,N/A,12000000.0,N/A,0.6,N/A,0,4925,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
zeto,3 Sep 2018,28 Sep 2018,25.0,56.0,5,other,19,N/A,15000000.0,N/A,0.1,30845,0,18940,1.0,95.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ecoinomic,1 May 2018,24 Aug 2018,115.0,91.0,5,fintech,30,47000000.0,106818182.0,0.44,0.05,43014,0,13504,2.1,144.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nam,20 May 2018,20 Aug 2018,92.0,95.0,3,other,9,N/A,200000000.0,N/A,0.0163,N/A,0,1721,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
27v,8 May 2018,6 Aug 2018,90.0,109.0,1,other,3,N/A,2000000.0,N/A,1.0,545,0,1979,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crowdvilla,3 Sep 2018,28 Sep 2018,25.0,56.0,7,real estate,4,N/A,N/A,N/A,0.0578,20213,0,26681,2.0,170.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eterbank,2 Jul 2018,13 Aug 2018,42.0,102.0,5,other,5,N/A,3300000000.0,N/A,0.3,N/A,0,1230,2.0,135.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
icst,27 Jun 2018,27 Jul 2018,30.0,119.0,3,other,5,N/A,980240.0,N/A,0.0461,23695,0,534,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
monopoly,5 Jul 2018,31 Aug 2018,57.0,84.0,7,other,13,N/A,25000000.0,N/A,0.2788,20394,0,134,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
trippki,2 Jul 2018,2 Aug 2018,31.0,113.0,7,other,10,N/A,3369575.0,N/A,0.1875,6221,0,5476,6.3,327.0,N/A,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
agrichain,21 Apr 2018,31 Jul 2018,101.0,115.0,9,other,5,4628898.0,N/A,N/A,0.075,2334,0,2059,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aigcoin,2 May 2018,11 Jul 2018,70.0,135.0,4,other,10,N/A,25000000.0,N/A,0.5,N/A,0,5525,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitesprit,1 Jul 2018,1 Aug 2018,31.0,114.0,4,other,6,N/A,21878205.0,N/A,0.15,N/A,0,4936,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
greenish,20 Jun 2018,10 Jul 2018,20.0,136.0,1,other,9,N/A,20000000.0,N/A,0.043,2709,0,1135,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
harbor,3 Jul 2018,2 Aug 2018,30.0,113.0,7,other,3,N/A,N/A,N/A,0.0194,N/A,0,3,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
incx,11 Jun 2018,11 Jul 2018,30.0,135.0,7,fintech,5,5131500.0,5131500.0,1.0,0.016,3245,0,15822,1.5,157.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
odeep,13 Jun 2018,23 Jul 2018,40.0,123.0,5,other,14,N/A,64000000.0,N/A,1.0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sbinvestitions,1 Jul 2018,31 Aug 2018,61.0,84.0,2,other,7,N/A,1000000.0,N/A,0.052,26,0,4,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
4new,1 Jun 2018,10 Aug 2018,70.0,105.0,4,energy,7,45000000.0,75000000.0,0.6,1.0,38,0,N/A,3.7,225.0,N/A,N/A,N/A,-0.93145,98443,-0.046,0.028,0.443,0.422,-0.018,1.323,0.0,0.0
aunite,26 Mar 2018,22 Jul 2018,118.0,124.0,12,other,12,10690364.0,N/A,N/A,0.1,6570,0,N/A,2.0,117.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bytemine,23 Jul 2018,22 Aug 2018,30.0,93.0,7,blockchain,9,N/A,22968000.0,N/A,0.2088,90017,0,N/A,3.0,355.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
chubex,1 Jun 2018,31 Jul 2018,60.0,115.0,3,other,6,N/A,N/A,N/A,0.0763,358,0,18,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
elcoin,8 Jan 2018,25 Aug 2018,229.0,90.0,5,other,3,N/A,30000000.0,N/A,1.0,1179,1,1758,2.0,101.0,N/A,N/A,0.64,-0.99555,11,-0.119,0.165,2.619,2.616,-937.636,-8708.944,35.299,35.231
fluxorin,30 Jul 2018,31 Aug 2018,32.0,84.0,5,other,10,13142268.0,54759450.0,0.24,0.35,N/A,0,1174,N/A,N/A,Low,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
omeno,28 Jun 2018,15 Aug 2018,48.0,100.0,10,other,5,1000000.0,10000000.0,0.1,10.0,416,0,134,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
refugecoin,1 Apr 2018,31 Aug 2018,152.0,84.0,1,other,6,N/A,N/A,N/A,0.3796,N/A,0,2901,1.0,99.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
trustier,1 Jun 2018,1 Jul 2018,30.0,145.0,5,other,8,N/A,780000.0,N/A,0.039,1168,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wallchain,10 Jul 2018,30 Jul 2018,20.0,116.0,4,other,8,1000000.0,9090909.0,0.11,1.0,984,0,210,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cvproof,1 Aug 2018,30 Aug 2018,29.0,85.0,5,other,7,N/A,35000000.0,N/A,0.12,392,0,N/A,N/A,N/A,Low,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ophcrcoin,9 Apr 2018,31 Jul 2018,113.0,115.0,4,other,13,N/A,5600.0,N/A,0.2,161,0,5,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
westrendcoin,1 Jul 2018,1 Sep 2018,62.0,83.0,12,real estate,11,5118271.0,10035825.0,0.51,0.4,N/A,0,N/A,2.0,197.0,VeryLow,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bolt,18 Sep 2018,22 Sep 2018,4.0,62.0,4,blockchain,29,9000000.0,12000000.0,0.75,0.0237,21790,0,1938,1.0,134.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
compositecoin,1 Jul 2018,1 Aug 2018,31.0,114.0,2,other,5,N/A,10000000.0,N/A,1.0,N/A,0,406,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dacsee,31 May 2018,23 Jul 2018,53.0,123.0,12,other,9,31158537.0,N/A,N/A,0.06,1420,1,1142,1.7,220.0,N/A,N/A,N/A,-0.64895,72141,-0.442,-0.152,-2.42,-2.461,0.247,0.503,-0.012,-0.013
