coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
nebula-ai,31 Mar 2018,20 Apr 2018,20.0,216.0,1,blockchain,11,1233963.0,17628043.0,0.07,0.0058,5634,1,1427,2.6,145.0,N/A,N/A,N/A,1.07379,155134,-0.015,-0.039,-0.612,-0.644,-0.32,-2.581,-0.009,-0.008
the-abyss,18 Apr 2018,16 May 2018,28.0,190.0,5,gaming,12,15362418.0,18073433.0,0.85,0.11,31291,0,18265,1.7,144.0,VeryHigh,Low,N/A,-0.33938,1355170,-0.392,-0.051,-0.806,-0.84,-0.165,-1.765,-0.012,-0.012
fox-trading,23 May 2018,8 Jun 2018,16.0,167.0,5,other,6,30000.0,3000000.0,0.01,0.49,143,1,11347,2.5,259.0,N/A,N/A,N/A,-0.89135,86239,0.097,0.121,1.926,1.913,0.808,5.892,0.034,0.033
sentinel-chain,1 Mar 2018,10 Mar 2018,9.0,257.0,7,other,13,14400000.0,14400000.0,1.0,0.08,6611,0,3961,1.0,150.0,Medium,Medium,N/A,-0.18402,1945280,0.53,0.112,1.771,1.73,-0.065,-1.794,-0.008,-0.008
ubcoin-market,2 Apr 2018,27 Aug 2018,147.0,87.0,12,other,6,7477737.0,7477737.0,1.0,0.0343,1996,0,16881,1.7,109.0,N/A,N/A,N/A,-0.64169,19258,-0.154,-0.204,-3.239,-3.282,-0.625,-2.257,-0.023,-0.02
lala-world,5 Jan 2018,5 Feb 2018,31.0,290.0,7,fintech,5,20000000.0,20202020.0,0.99,0.13,628,1,8331,2.0,170.0,Medium,High,N/A,-0.25287,28433,-0.45,-0.002,-0.026,-0.045,0.053,0.245,-0.008,-0.008
fire-lotto,15 Mar 2018,15 Apr 2018,31.0,221.0,12,other,9,3740965.0,14963860.0,0.25,0.5,5777,1,2877,2.1,129.0,N/A,N/A,N/A,-0.79832,2462,-0.04,0.041,0.653,0.63,0.273,6.972,0.003,0.004
bigbom,28 May 2018,10 Jun 2018,13.0,165.0,12,saas,12,6792000.0,6792000.0,1.0,0.0257,13725,4,12015,2.3,144.0,VeryHigh,Medium,N/A,-0.17459,972645,-0.181,-0.116,-1.839,-1.872,0.076,0.701,-0.009,-0.009
joint-ventures,7 Apr 2018,30 May 2018,53.0,177.0,12,other,10,2000000.0,10000000.0,0.2,0.071,12729,0,9721,1.0,41.0,Medium,N/A,N/A,-0.92831,41727,0.057,0.085,1.354,1.341,1.07,10.085,0.026,0.023
gold-bits-coin,1 Feb 2018,25 May 2018,113.0,182.0,9,fintech,7,50000000.0,50000000.0,1.0,0.5,1693,1,2978,1.4,100.0,Low,N/A,N/A,0.09355,1527,0.262,0.125,1.979,1.967,1.787,9.727,0.12,0.117
live-stars,15 Jan 2018,15 Feb 2018,31.0,281.0,5,telecommunications,5,2518564.0,5037128.0,0.5,0.2,2365,1,5886,2.0,148.0,Medium,N/A,N/A,-0.60247,144179,-0.051,-0.169,-2.684,-2.727,-0.076,-1.239,-0.005,-0.006
game-stars,10 May 2018,9 Jul 2018,60.0,137.0,7,other,1,2180762.0,7519869.0,0.29,0.035,551,0,307,2.0,117.0,N/A,N/A,0.74,-0.98771,568254,0.166,1.314,2.628,2.613,0.797,4.094,0.023,0.018
asura-coin,2 Jun 2018,31 Jul 2018,59.0,115.0,9,gaming,8,4058000.0,11935294.0,0.34,0.0062,16633,0,8167,1.5,91.0,High,N/A,N/A,-0.76694,54152,0.213,1.694,3.388,3.363,0.324,2.093,0.007,0.005
menlo-one,17 Sep 2018,15 Oct 2018,28.0,39.0,7,other,10,2661500.0,2661500.0,1.0,0.0177,10920,0,8925,1.7,157.0,N/A,N/A,0.88,-0.5409,3399,-0.443,-0.766,-1.533,-1.547,-4.4,-40.991,-0.131,-0.121
finshi-capital,6 Sep 2017,6 Oct 2017,30.0,413.0,7,other,4,21420275.0,21420275.0,1.0,1.0,344,3,534,1.0,84.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
verify,29 Nov 2017,06 Dec 2017,7.0,352.0,7,saas,6,2500000.0,2500000.0,1.0,0.23,1075,0,2755,2.0,83.0,N/A,N/A,0.7,1.44044,803439,0.323,0.116,1.838,1.82,1.21,12.896,0.012,0.01
icash,01 Jun 2018,31 Aug 2018,91.0,84.0,1,blockchain,12,30000000.0,428571429.0,0.07,1.0,6145,0,6244,1.0,122.0,Medium,Medium,N/A,-0.96777,68039,-0.409,-3.242,-6.485,-6.614,-0.26,-2.292,-0.029,-0.029
phantasma,27 May 2018,28 May 2018,1.0,179.0,5,blockchain,8,9650000.0,9747475.0,0.99,0.23,15506,1,45,1.7,182.0,N/A,N/A,N/A,1.47572,799685,-0.435,-0.283,-4.487,-4.535,0.014,-0.432,-0.009,-0.009
osa,21 Jul 2018,31 Aug 2018,41.0,84.0,7,other,28,40000000.0,40000000.0,1.0,0.0557,100,0,1534,3.0,368.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
grapevine,4 Jul 2018,15 Aug 2018,42.0,100.0,5,other,7,26799000.0,30111236.0,0.89,0.1,6739,0,5882,1.0,147.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
quadrant,26 Jul 2018,26 Jul 2018,0.0,120.0,7,other,7,16000000.0,20000000.0,0.8,0.05,13105,0,3955,1.1,159.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
codex,24 Jul 2018,12 Aug 2018,19.0,103.0,1,blockchain,9,12000000.0,12000000.0,1.0,0.055,12182,0,2506,1.4,77.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
localcoinswap,15 Apr 2018,15 Jun 2018,61.0,161.0,3,fintech,7,12150000.0,19918033.0,0.61,0.4,4542,0,4162,6.1,573.0,High,High,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitnautic,11 Jul 2018,30 Sep 2018,81.0,54.0,6,transportation,13,16132900.0,16295859.0,0.99,0.4648,58800,0,6919,1.5,138.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptohit,13 Jul 2018,10 Oct 2018,89.0,44.0,12,other,8,1080412.0,27010300.0,0.04,0.5621,3618,0,2805,1.0,80.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tradove,1 Feb 2018,28 Feb 2018,27.0,268.0,1,other,11,33000000.0,52380952.0,0.63,0.16,15217,0,3212,4.4,318.0,High,Low,0.92,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldwifi,18 Apr 2018,18 May 2018,30.0,189.0,7,telecommunications,12,25000000.0,25000000.0,1.0,0.134,33217,0,3418,1.4,140.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
online,10 Jul 2018,31 Jul 2018,21.0,115.0,5,other,11,50000000.0,50000000.0,1.0,0.04,50888,0,10,1.3,107.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vrt,14 Mar 2018,31 Jul 2018,139.0,115.0,2,other,13,2402311.0,16015407.0,0.15,1.0,12552,0,795,3.0,128.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
quantum1net,2 Feb 2018,11 May 2018,98.0,196.0,5,saas,7,4152400.0,10647179.0,0.39,0.7174,1349,0,1586,6.0,821.0,Medium,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptorobotics,20 May 2018,20 Jun 2018,31.0,156.0,7,fintech,23,2144492.0,4204886.0,0.51,0.0798,2821,0,1003,1.6,156.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dav,11 Jun 2018,25 Jun 2018,14.0,151.0,6,blockchain,16,28508200.0,38010933.0,0.75,0.046,37070,0,3553,1.1,97.0,N/A,N/A,0.8,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gbx,7 Feb 2018,14 Feb 2018,7.0,282.0,7,fintech,14,27000000.0,27000000.0,1.0,0.1,5543,0,7102,2.0,146.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lh-crypto,4 Dec 2017,30 Dec 2017,26.0,328.0,3,other,16,10000000.0,50000000.0,0.2,0.1,4012,0,2338,2.1,67.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
b2bx,2 Oct 2017,17 Nov 2017,46.0,371.0,2,fintech,24,8078602.0,29920748.0,0.27,0.7431,1426,0,3085,3.0,70.0,N/A,N/A,N/A,1.36846,144393,-0.304,0.018,0.288,0.269,-0.191,-1.427,0.01,0.011
midas,1 Jul 2018,22 Jul 2018,21.0,124.0,7,fintech,11,9019600.0,9019600.0,1.0,0.0458,8130,0,2193,1.5,119.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
neufund,17 Nov 2017,17 Dec 2017,30.0,341.0,5,fintech,14,15100000.0,15100000.0,1.0,0.18,2109,0,4304,2.2,168.0,Low,N/A,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
seal,13 May 2018,27 May 2018,14.0,180.0,5,saas,9,8160000.0,32640000.0,0.25,0.7,11345,0,1854,2.0,159.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xtrd,20 Feb 2018,31 Mar 2018,39.0,237.0,7,other,6,26000000.0,44827586.0,0.58,0.1,6132,1,4422,1.6,143.0,N/A,N/A,N/A,-0.95005,619,-0.029,0.023,0.365,0.337,1.006,5.624,0.006,0.004
astronaut,25 Sep 2017,20 Oct 2017,25.0,399.0,1,other,6,2513535.0,31419188.0,0.08,1.0,78,0,1963,1.0,125.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
carboneum,25 Jun 2018,7 Jul 2018,12.0,139.0,7,blockchain,5,6337157.0,11956900.0,0.53,0.1,17804,0,16190,1.3,141.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
snovio,30 Oct 2017,30 Nov 2017,31.0,358.0,2,fintech,11,2129106.0,10138600.0,0.21,0.01,15444,0,9586,4.9,435.0,High,Medium,N/A,-0.7298,12041,0.477,0.233,3.704,3.694,-0.035,0.285,0.012,0.012
stk,31 Jan 2018,14 Feb 2018,14.0,282.0,1,other,16,17000000.0,17000000.0,1.0,0.2,5746,0,9680,2.0,110.0,N/A,N/A,N/A,0.26229,12919500,-0.228,-0.237,-3.762,-3.796,-0.179,-1.571,-0.01,-0.01
stockchain,16 Mar 2018,19 Mar 2018,3.0,249.0,7,other,8,2693450.0,2693450.0,1.0,0.0107,50030,0,51585,1.0,84.0,N/A,N/A,N/A,1.77991,271642,0.312,-0.034,-0.541,-0.566,-0.118,-0.93,-0.004,-0.004
ukit,19 Feb 2018,1 May 2018,71.0,206.0,2,other,20,2500000.0,10000000.0,0.25,0.02,7812,0,3697,3.46,344.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
airswap,10 Oct 2017,11 Oct 2017,1.0,408.0,3,fintech,20,12600000.0,12600000.0,1.0,0.3,6388,9,30419,1.6,132.0,N/A,N/A,N/A,0.34487,3654270,-0.161,0.06,0.954,0.913,-0.045,-0.596,-0.0,-0.0
ecoinomic,1 May 2018,24 Aug 2018,115.0,91.0,5,fintech,30,47000000.0,106818182.0,0.44,0.05,43014,0,13504,2.1,144.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
micromoney,18 Oct 2017,18 Nov 2017,31.0,370.0,12,fintech,18,10541585.0,30118814.0,0.35,1.0,4233,0,48516,1.0,106.0,Medium,Low,0.88,-0.32587,452417,0.315,0.092,1.461,1.44,-0.212,-1.573,-0.003,-0.003
wabi,28 Nov 2017,1 Dec 2017,3.0,357.0,2,blockchain,10,11500000.0,11500000.0,1.0,0.25,4298,3,35459,1.0,99.0,High,Medium,N/A,4.56,26744800,0.207,0.094,1.497,1.476,-0.163,-2.081,-0.001,-0.001
mco,18 May 2017,18 Jun 2017,31.0,523.0,6,other,3,26700000.0,267000000.0,0.1,2.88,3502,0,66138,2.3,140.0,N/A,N/A,N/A,0.69097,3130490,-0.3,-2.385,-4.769,-4.922,0.139,0.958,-0.02,-0.021
sola,27 Nov 2017,22 Dec 2017,25.0,336.0,5,telecommunications,10,2233700.0,4963778.0,0.45,0.1,3667,0,3192,1.2,81.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptoworld,3 Feb 2018,31 Mar 2018,56.0,237.0,7,gaming,7,6000000.0,25000000.0,0.24,0.0049,91,0,480,1.0,92.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
incx,11 Jun 2018,11 Jul 2018,30.0,135.0,7,fintech,5,5131500.0,5131500.0,1.0,0.016,3245,0,15822,1.5,157.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nucleus,1 Nov 2017,28 Jan 2018,88.0,299.0,1,blockchain,24,40000000.0,40000000.0,1.0,0.01,22816,0,62389,1.6,145.0,N/A,N/A,0.66,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tokenpay,7 Dec 2017,17 Jan 2018,41.0,310.0,7,blockchain,8,40948500.0,40948500.0,1.0,6.0,2256,1,26735,2.6,186.0,Medium,N/A,N/A,-0.66,1515520,0.431,0.159,2.529,2.506,-0.272,-1.1,0.005,0.005
vlb,12 Mar 2018,9 Apr 2018,28.0,228.0,5,fintech,10,1993188.0,11724635.0,0.17,0.611,2123,0,7739,1.0,117.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gre,18 May 2018,24 May 2018,6.0,183.0,3,other,2,3858500.0,8769318.0,0.44,0.0058,21133,0,2004,2.0,112.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kybernetwork,31 Aug 2017,15 Sep 2017,15.0,434.0,7,fintech,10,52000000.0,52000000.0,1.0,0.41,11432,0,91802,2.1,152.0,Medium,Medium,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
prover,30 Jan 2018,31 Mar 2018,60.0,237.0,7,other,8,7260000.0,9945205.0,0.73,0.01,820,0,1864,3.0,277.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
qchain,24 Oct 2017,5 Dec 2017,42.0,353.0,1,saas,9,700000.0,17500000.0,0.04,0.078,798,0,2579,3.0,159.0,N/A,N/A,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
successlife,15 Apr 2018,31 May 2018,46.0,176.0,7,other,23,8000000.0,26666667.0,0.3,0.8,8522,0,537,3.7,271.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
worldcore,14 Oct 2017,15 Dec 2017,62.0,343.0,5,fintech,14,25000000.0,100000000.0,0.25,0.1,2890,3,8498,3.0,223.0,Medium,VeryHigh,0.92,0.14584,151573,0.405,0.136,2.157,2.136,0.037,0.521,-0.002,-0.002
centrality,15 Jan 2018,15 Feb 2018,31.0,281.0,9,other,50,88524000.0,99465169.0,0.89,0.17,1464,0,6238,2.0,123.0,N/A,N/A,N/A,1.62872,165758,-0.054,0.011,0.179,0.145,-0.213,-0.806,-0.008,-0.008
bolt,18 Sep 2018,22 Sep 2018,4.0,62.0,4,blockchain,29,9000000.0,12000000.0,0.75,0.0237,21790,0,1938,1.0,134.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
darcrus,21 Dec 2016,26 Dec 2016,5.0,697.0,12,other,3,29742.0,129313.0,0.23,0.02,2168,1,8994,1.6,89.0,N/A,N/A,0.4,0.05015,6268,0.361,0.165,2.626,2.594,0.296,3.074,0.029,0.036
mingo,18 Apr 2018,31 May 2018,43.0,176.0,5,other,10,520233.0,5780367.0,0.09,0.071,7274,0,2060,1.0,47.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
yobit,1 Aug 2018,18 Oct 2018,78.0,36.0,1,other,5,9736144.0,9736144.0,1.0,7.0,5262,0,3721,2.4,188.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bounty0x,1 Dec 2017,15 Dec 2017,14.0,343.0,12,other,3,1602927.0,1602927.0,1.0,0.04,680,0,9779,5.6,368.0,N/A,N/A,N/A,0.89887,1059090,0.373,0.13,2.068,2.054,0.543,3.268,0.001,0.001
carry,26 Aug 2018,9 Sep 2018,14.0,75.0,8,other,13,12879947.0,13557839.0,0.95,0.003,31667,0,13171,1.9,170.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
jet8,28 Feb 2018,14 Mar 2018,14.0,254.0,7,saas,33,32700000.0,35934066.0,0.91,0.1,16363,0,2006,1.0,106.0,N/A,N/A,0.8,-0.69089,871036,-0.476,-0.029,-0.454,-0.485,0.237,2.403,-0.008,-0.008
lendroid,11 Feb 2018,22 Feb 2018,11.0,274.0,7,fintech,8,4045650.0,44951667.0,0.09,0.017,5420,0,9476,1.0,129.0,Medium,N/A,0.72,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
imdex,10 Jul 2018,31 Jul 2018,21.0,115.0,7,other,4,1124000.0,1124000.0,1.0,0.002,5054,0,4561,3.3,1079.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
webn,16 Aug 2018,18 Nov 2018,94.0,5.0,7,other,12,47626.0,122118.0,0.39,0.0003,13495,0,8499,1.5,100.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitdice,15 Aug 2017,15 Sep 2017,31.0,434.0,10,gambling,1,8748793.0,24996551.0,0.35,0.098,778,0,3312,2.1,169.0,N/A,N/A,0.68,0.52533,60084,0.111,0.184,2.919,2.879,0.76,7.561,0.003,0.001
protos,31 Oct 2017,15 Dec 2017,45.0,343.0,1,other,8,5738100.0,57381000.0,0.1,1.0,892,0,175,1.5,86.0,N/A,N/A,0.6,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
serenity,25 Jan 2018,7 Mar 2018,41.0,261.0,5,other,18,3935974.0,18742733.0,0.21,0.081,4121,0,1733,3.0,147.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bftoken,16 Jan 2018,6 Feb 2018,21.0,290.0,3,other,7,33000000.0,33000000.0,1.0,0.1,2813,0,14994,4.8,294.0,N/A,N/A,0.78,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
provoco,1 Apr 2018,7 Sep 2018,159.0,77.0,5,other,21,8792160.0,43960800.0,0.2,0.1695,9857,0,2697,2.6,119.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
marketspace,16 Apr 2018,30 Jun 2018,75.0,146.0,6,other,16,15200000.0,50666667.0,0.3,0.35,36424,0,5229,1.4,176.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
storm,07 Nov 2017,07 Dec 2017,30.0,351.0,1,other,8,30716420.0,30716420.0,1.0,0.0113,2642,8,26951,1.5,133.0,N/A,N/A,N/A,0.42982,330757,0.67,0.151,2.39,2.371,-0.124,-0.442,0.004,0.004
bitrewards,12 Apr 2018,31 May 2018,49.0,176.0,7,saas,25,6583400.0,14962273.0,0.44,0.0198,18642,0,15232,1.4,145.0,High,Medium,N/A,-0.78505,130010,-0.183,-0.045,-0.712,-0.738,0.563,4.795,-0.001,-0.002
datecoin,30 Mar 2018,30 May 2018,61.0,177.0,10,other,6,19000000.0,20000000.0,0.95,0.141,78023,0,8059,2.0,180.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
finom,15 Nov 2017,30 Dec 2017,45.0,328.0,6,fintech,11,41346171.0,100844320.0,0.41,2.0,1251,0,5160,1.3,88.0,Medium,Medium,0.8,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
remme,13 Feb 2018,22 Feb 2018,9.0,274.0,7,saas,11,20000000.0,20000000.0,1.0,0.04,11873,0,6466,1.8,109.0,High,Medium,0.92,-0.2094,587552,-0.338,0.002,0.025,-0.017,0.028,0.098,-0.005,-0.005
aidcoin,16 Jan 2018,1 Feb 2018,16.0,295.0,6,other,36,18632900.0,18632900.0,1.0,0.515,4061,0,5709,1.0,135.0,N/A,N/A,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitclave,29 Nov 2017,29 Nov 2017,0.0,359.0,1,blockchain,19,25547000.0,25547000.0,1.0,0.1,7808,3,10838,1.9,108.0,Medium,Medium,0.88,0.50455,957302,0.12,-0.013,-0.208,-0.23,0.091,0.106,0.006,0.006
egretia,26 May 2018,26 May 2018,0.0,181.0,7,blockchain,4,4803810.0,24019050.0,0.2,0.0083,10069,1,42783,1.0,172.0,High,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bubbletone,20 Mar 2018,15 Jun 2018,87.0,161.0,2,telecommunications,25,8600000.0,25294118.0,0.34,0.17,50786,0,4058,1.0,83.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
truegame,16 Apr 2018,30 Apr 2018,14.0,207.0,10,other,13,3773000.0,6860000.0,0.55,0.0736,24537,5,3493,2.0,156.0,Medium,Low,0.9,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
havven,28 Feb 2018,7 Mar 2018,7.0,261.0,9,blockchain,15,30000000.0,30000000.0,1.0,0.5,3558,6,10467,1.7,118.0,High,Medium,N/A,-0.0386,1203240,-0.089,0.11,1.739,1.696,-0.063,-0.458,-0.003,-0.003
play2live,21 Feb 2018,14 Mar 2018,21.0,254.0,5,gaming,13,30000000.0,30000000.0,1.0,0.05,17218,0,7547,1.8,123.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wepower,1 Feb 2018,2 Feb 2018,1.0,294.0,7,energy,20,40000000.0,40000000.0,1.0,0.125,34406,0,36091,2.1,127.0,High,Medium,0.86,0.40437,782690,-0.003,-0.05,-0.787,-0.822,0.032,-0.036,-0.006,-0.006
