coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
skyfchain,10 Mar 2018,15 Aug 2018,158.0,100.0,5,transportation,14,6200000.0,29523810.0,0.21,0.065,36601,0,3471,1.7,98.0,Medium,Medium,0.88,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
peculium,27 Aug 2018,27 Sep 2018,31.0,57.0,5,fintech,40,9917634.0,9917634.0,1.0,0.01,9590,0,13166,2.0,127.0,Medium,Medium,N/A,-0.5833,69616,0.004,0.051,0.804,0.775,-0.14,-1.446,-0.0,-0.0
wono,30 Jul 2018,29 Aug 2018,30.0,86.0,5,other,13,1037014.0,20740280.0,0.05,0.5,18948,0,9647,1.6,113.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
usechain,8 Aug 2018,13 Aug 2018,5.0,102.0,7,blockchain,9,29325735.0,29325735.0,1.0,0.0052,45228,0,14186,1.4,87.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
zeex,05 Jul 2018,06 Jul 2018,1.0,140.0,12,fintech,8,12661825.0,12661825.0,1.0,0.041,15652,0,5990,1.3,94.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
streamity,25 Jun 2018,6 Aug 2018,42.0,109.0,7,fintech,11,4200000.0,20000000.0,0.21,0.2,9583,0,5491,1.3,93.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dbrain,15 Apr 2018,1 Jul 2018,77.0,145.0,7,saas,4,2500000.0,20833333.0,0.12,2.0,6342,0,5770,1.6,157.0,Medium,Medium,0.86,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gamb,01 Aug 2018,31 Aug 2018,30.0,84.0,5,other,32,8200000.0,14909091.0,0.55,0.0121,75271,0,9385,1.6,125.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptoads,15 May 2018,14 Jul 2018,60.0,132.0,2,other,19,3230373.0,29367027.0,0.11,1.0,2494,0,34433,1.0,100.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dacc,10 Jun 2018,7 Jul 2018,27.0,139.0,3,blockchain,10,13529004.0,14092712.0,0.96,0.0022,49648,0,18437,1.0,97.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
verasity,21 May 2018,11 Jul 2018,51.0,135.0,7,other,19,19151838.0,24872517.0,0.77,0.0106,38319,0,10663,1.9,221.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
metadium,17 Sep 2018,22 Sep 2018,5.0,62.0,7,saas,6,10492100.0,10492100.0,1.0,0.0425,16737,1,1514,2.1,110.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
daex,9 Sep 2018,14 Sep 2018,5.0,70.0,3,other,5,1622592.0,2797572.0,0.58,0.0652,8985,8,10938,2.2,192.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
zenome,03 Sep 2018,17 Sep 2018,14.0,67.0,2,other,7,662000.0,1141379.0,0.58,1.0,780,0,1261,2.0,195.0,Low,N/A,0.68,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
idmoney,1 Jul 2018,31 Aug 2018,61.0,84.0,10,other,28,3000000.0,27272727.0,0.11,0.3404,1200,0,998,2.0,113.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptics,27 Aug 2018,24 Sep 2018,28.0,60.0,5,other,13,1194279.0,19904650.0,0.06,0.2327,15621,0,7075,1.9,137.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
alchemy,27 Aug 2018,10 Sep 2018,14.0,74.0,3,other,10,46620000.0,59769231.0,0.78,0.1998,4625,0,76,1.3,124.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
scanetchain,1 Apr 2018,10 Sep 2018,162.0,74.0,12,blockchain,22,5866322.0,7927462.0,0.74,0.0396,17121,0,8315,1.0,134.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
medchain,6 Aug 2018,5 Sep 2018,30.0,79.0,1,other,15,467396.0,15579867.0,0.03,0.43,10079,0,6580,1.0,193.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dxchain,3 Aug 2018,6 Aug 2018,3.0,109.0,7,other,12,20512132.0,21591718.0,0.95,0.0014,8325,0,31174,1.0,105.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tombola,1 Aug 2018,31 Aug 2018,30.0,84.0,3,other,13,2850000.0,11400000.0,0.25,0.0451,59111,0,14192,1.1,75.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dream,01 Aug 2018,29 Aug 2018,28.0,86.0,7,gaming,15,10106035.0,21054240.0,0.48,0.35,310,0,3933,3.0,111.0,VeryHigh,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vectorzilla,01 Aug 2018,31 Aug 2018,30.0,84.0,12,telecommunications,11,69000.0,6900000.0,0.01,0.695,419,0,748,2.0,166.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
foam,31 Jul 2018,10 Aug 2018,10.0,105.0,1,blockchain,14,13750000.0,24122807.0,0.57,0.08,10971,0,12034,6.2,196.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitforex,27 Jul 2018,31 Jul 2018,4.0,115.0,7,fintech,1,24000000.0,24000000.0,1.0,0.0282,73683,0,5902,10.0,412.0,High,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
inmediate,18 Jul 2018,6 Aug 2018,19.0,109.0,7,insurance services,14,5000000.0,16129032.0,0.31,0.04,31017,0,4295,1.0,116.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
incodium,17 Jul 2018,27 Aug 2018,41.0,88.0,7,fintech,16,4000000.0,13793103.0,0.29,0.0093,84294,0,22589,1.4,146.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fysical,03 Sep 2018,07 Sep 2018,4.0,77.0,7,other,8,5100000.0,18214286.0,0.28,0.045,8739,0,2623,2.0,168.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ixtus,16 Jul 2018,2 Sep 2018,48.0,82.0,7,other,4,6700000.0,6700000.0,1.0,0.0585,81753,0,3081,1.0,138.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
xrt,11 Jul 2018,30 Aug 2018,50.0,85.0,12,fintech,7,2088675.0,11603750.0,0.18,0.0696,19744,0,21733,1.7,135.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fondocoin,24 Jul 2018,22 Aug 2018,29.0,93.0,4,fintech,6,6000000.0,33333333.0,0.18,0.2,18230,0,6645,1.0,30.0,Medium,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
0xcert,4 Jul 2018,18 Jul 2018,14.0,128.0,5,saas,19,9450000.0,9545455.0,0.99,0.0497,15938,1,11786,2.0,106.0,VeryHigh,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
talao,4 Jul 2018,29 Jul 2018,25.0,117.0,5,other,10,2340000.0,11142857.0,0.21,0.46,10399,0,3177,3.0,94.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinseason,18 Jul 2018,6 Sep 2018,50.0,78.0,1,fintech,14,1256687.0,4053829.0,0.31,0.0153,6239,0,2038,2.6,194.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
roomdao,5 Aug 2018,12 Sep 2018,38.0,72.0,12,other,10,1175375.0,5876875.0,0.2,0.1254,19386,0,11765,1.0,115.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
springrole,01 Jul 2018,31 Jul 2018,30.0,115.0,1,telecommunications,10,1827650.0,12184333.0,0.15,0.0025,46504,0,2319,3.7,295.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
exolover,29 Jun 2018,29 Jul 2018,30.0,117.0,9,other,8,2317600.0,25751111.0,0.09,0.085,3489,0,1667,1.0,97.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
metahash,29 Jun 2018,29 Aug 2018,61.0,86.0,2,blockchain,50,35972000.0,35972000.0,1.0,0.0135,52098,0,10001,1.4,155.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
slate,27 Jun 2018,17 Jul 2018,20.0,129.0,1,other,16,20000000.0,125000000.0,0.16,0.03,399,0,1757,2.6,145.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitscreener,19 May 2018,4 Jul 2018,46.0,142.0,7,fintech,12,6910800.0,6910800.0,1.0,0.083,8982,0,5828,1.9,256.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cyclean,27 Jun 2018,21 Aug 2018,55.0,94.0,7,energy,8,1060000.0,53000000.0,0.02,0.0278,65849,9,12258,1.9,155.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
essentia,25 Jun 2018,8 Jul 2018,13.0,138.0,6,saas,32,25500000.0,25500000.0,1.0,0.043,25610,0,16061,1.6,192.0,VeryHigh,Medium,0.92,0.10474,1649680,-0.44,-0.335,-5.317,-5.361,-0.099,0.066,-0.02,-0.02
etheal,25 Jun 2018,23 Jul 2018,28.0,123.0,5,other,8,82000.0,8200000.0,0.01,0.7592,12712,0,11941,1.7,81.0,High,N/A,0.74,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crystals,25 Jun 2018,25 Jul 2018,30.0,121.0,7,other,10,1303105.0,14478944.0,0.09,0.1,6407,0,18434,1.0,125.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
etherisc,25 Jun 2018,23 Jul 2018,28.0,123.0,6,insurance services,21,3785427.0,29118669.0,0.13,0.0911,2668,0,3738,2.0,150.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tim,24 Jun 2018,08 Jul 2018,14.0,138.0,12,other,5,14360000.0,14360000.0,1.0,0.0171,34254,0,4450,2.0,277.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
immvrse,7 Jul 2018,7 Sep 2018,62.0,77.0,4,gaming,12,9954225.0,19908450.0,0.5,0.2,24169,0,14271,1.9,169.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
travelblock,18 Jun 2018,18 Jul 2018,30.0,128.0,1,other,9,25200000.0,28314607.0,0.89,0.14,2272,0,874,3.0,167.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
elysian,18 Jun 2018,8 Jul 2018,20.0,138.0,10,other,12,7000000.0,7000000.0,1.0,0.12,44252,0,4228,1.5,91.0,VeryHigh,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
planex,16 Jul 2018,1 Sep 2018,47.0,83.0,2,fintech,14,3700000.0,20555556.0,0.18,0.0274,6082,0,2165,1.0,139.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
farmatrust,15 Jun 2018,15 Jul 2018,30.0,131.0,4,insurance services,8,20250000.0,20250000.0,1.0,0.05,7664,0,2932,2.0,262.0,Medium,Medium,N/A,-0.86226,59025,-0.45,-0.015,-0.237,-0.263,-0.448,-3.89,0.001,0.002
greenx,15 May 2018,31 Jul 2018,77.0,115.0,7,fintech,8,1374240.0,45808000.0,0.03,0.2,45210,0,23706,1.9,154.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
dateat,5 Jun 2018,25 Sep 2018,112.0,59.0,7,other,20,18000000.0,23076923.0,0.78,0.15,40474,0,11795,1.6,98.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
vernam,20 Aug 2018,20 Sep 2018,31.0,64.0,5,insurance services,15,1000000.0,50000000.0,0.02,0.085,15713,0,12728,1.0,42.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sharering,3 Jun 2018,4 Jul 2018,31.0,142.0,5,blockchain,7,1550980.0,38774500.0,0.04,0.02,14614,0,2124,2.4,140.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
datareum,2 Jun 2018,6 Aug 2018,65.0,109.0,4,other,9,5144571.0,17739900.0,0.29,0.03,20652,0,2521,1.0,108.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
triwer,1 Jun 2018,31 Jul 2018,60.0,115.0,5,transportation,11,4690466.0,24686663.0,0.19,0.08,77145,0,9647,2.0,129.0,High,Medium,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cgcx,1 Jun 2018,30 Jul 2018,59.0,116.0,7,fintech,14,8809328.0,51819576.0,0.17,0.051,118,0,17146,3.6,187.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mandala,1 Jun 2018,13 Jul 2018,42.0,133.0,7,fintech,17,18000000.0,18000000.0,1.0,0.07,8559,0,4177,2.6,176.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
genexi,1 Jun 2018,10 Sep 2018,101.0,74.0,7,other,26,37000000.0,69811321.0,0.53,0.01,33199,0,228,2.0,156.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
involve,1 Jun 2018,3 Sep 2018,94.0,81.0,5,blockchain,6,1250000.0,13888889.0,0.09,0.0048,2463,0,2227,1.0,81.0,Low,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hpq,29 May 2018,31 Aug 2018,94.0,84.0,12,other,8,1636776.0,13639800.0,0.12,2.5,136,0,197,1.0,135.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nagricoin,28 May 2018,1 Sep 2018,96.0,83.0,5,other,13,1718000.0,21475000.0,0.08,0.1,12455,0,7776,1.6,214.0,High,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tv-two,24 May 2018,24 Jul 2018,61.0,122.0,5,telecommunications,8,8700000.0,11917808.0,0.73,0.035,5451,0,2848,1.4,176.0,Medium,Medium,0.78,-0.7168,4508,0.212,1.679,3.358,3.343,-1.034,-7.933,0.027,0.033
xriba,7 Jun 2018,7 Jul 2018,30.0,139.0,4,fintech,9,12600000.0,19384615.0,0.65,0.3,3356,0,22517,1.3,72.0,High,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
utrum,24 Apr 2018,4 Jul 2018,71.0,142.0,12,other,8,1156048.0,5026296.0,0.23,0.12,5661,3,3984,1.7,389.0,High,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bityond,15 May 2018,15 Sep 2018,123.0,69.0,5,other,6,8350.0,278333.0,0.03,0.0023,99,0,307,2.0,99.0,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cubomania,11 May 2018,28 Sep 2018,140.0,56.0,2,social services,16,79628.0,7962800.0,0.01,0.0347,9864,0,7345,1.0,116.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
criptohub,26 Apr 2018,27 Jul 2018,92.0,119.0,10,fintech,8,8629000.0,10033721.0,0.86,0.2304,1833,0,712,1.4,90.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cryptosolartech,1 May 2018,20 Jul 2018,80.0,126.0,5,blockchain,24,68280620.0,68280620.0,1.0,0.05,12071,4,9721,2.2,198.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tripago,18 May 2018,15 Jul 2018,58.0,131.0,4,other,8,7772040.0,14130982.0,0.55,0.036,12510,0,12677,2.0,81.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
flogmall,26 Apr 2018,20 Jul 2018,85.0,126.0,2,ecommerce,14,23212696.0,23930614.0,0.97,0.23,3313,0,4776,1.6,165.0,High,Medium,0.84,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arcona,15 Apr 2018,14 Jul 2018,90.0,132.0,7,gaming,10,3165000.0,24346154.0,0.13,1.0,14559,0,6024,3.0,128.0,VeryHigh,Medium,0.82,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
virus,3 Apr 2018,3 Jul 2018,91.0,143.0,6,other,5,20000000.0,25000000.0,0.8,0.0066,248,0,173,1.0,262.0,Medium,VeryHigh,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nauticus,19 May 2018,18 Jul 2018,60.0,129.0,9,fintech,19,16916000.0,89031579.0,0.19,0.0741,11744,0,9941,2.0,127.0,VeryHigh,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
papyrus,21 Mar 2018,31 Aug 2018,163.0,85.0,7,other,15,1500000.0,16666667.0,0.09,0.055,17819,0,5467,1.6,220.0,Medium,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
whenhub,19 Mar 2018,19 Sep 2018,184.0,66.0,1,social services,9,4000000.0,40000000.0,0.1,0.25,17006,0,2061,2.1,152.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sofin,15 Jan 2018,15 Jul 2018,181.0,132.0,2,fintech,6,1302414.0,9302957.0,0.14,0.4,27076,0,1506,2.7,130.0,Medium,High,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
enlte,1 Apr 2018,3 Sep 2018,155.0,82.0,12,other,4,1200000.0,20000000.0,0.06,0.016,22475,0,8524,4.9,393.0,High,High,0.74,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
darico,30 Jan 2018,30 Jul 2018,181.0,117.0,7,fintech,12,11500000.0,35937500.0,0.32,1.0,14736,0,7461,4.7,405.0,High,Medium,0.64,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
boosteroid,10 Sep 2018,26 Sep 2018,16.0,59.0,12,other,10,6800000.0,680000000.0,0.01,2.78,9530,0,3627,2.0,344.0,Medium,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
kairos,14 Dec 2017,01 Sep 2018,261.0,84.0,1,saas,7,13050000.0,30348837.0,0.43,0.2,2572,0,4735,2.5,173.0,Medium,Low,0.46,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
viso,1 May 2018,1 Jul 2018,61.0,146.0,12,fintech,7,1000000.0,50000000.0,0.02,0.1,6707,0,4531,1.0,171.0,Medium,Low,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
