coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,N_daily_views,N_daily_time,hype,risk,bazaar-rate,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
skrumble-network,05 May 2018,07 May 2018,2.0,339.0,12,telecommunications,25,16500000.0,16500000.0,1.0,0.05148,1179,1,N/A,3.45,301.0,Medium,Low,N/A,0.87413,32789700,-0.173,-0.268,-4.257,-4.294,-0.167,-1.086,-0.006,-0.006
graft,18 Jan 2018,18 Feb 2018,31.0,417.0,12,other,16,3000000.0,25000000.0,0.12,0.28,1179,1,3975,3.45,301.0,N/A,N/A,N/A,-0.84596,40067,-0.305,-0.006,-0.101,-0.126,0.004,0.244,-0.001,-0.001
wibson,16 Feb 2018,10 Aug 2018,175.0,244.0,7,other,19,N/A,N/A,N/A,N/A,1179,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ice-rock-mining,20 Mar 2018,25 May 2018,66.0,321.0,12,other,14,6061241.0,6061241.0,1.0,1.2,1179,1,2841,3.45,301.0,N/A,N/A,N/A,-0.75875,6038,-0.012,0.086,1.358,1.33,-0.147,-2.553,0.049,0.049
zen-protocol,30 Nov 2017,30 Dec 2017,30.0,467.0,12,blockchain,8,46000000.0,46000000.0,1.0,3.8683,1179,1,2707,3.45,301.0,Low,Medium,N/A,-0.8026,14109,-0.017,-0.121,-1.926,-1.958,-0.145,-1.758,-0.001,-0.001
morpheus-labs,23 Feb 2018,16 Apr 2018,52.0,360.0,12,blockchain,N/A,9600000.0,10105263.0,0.95,0.1,1179,0,N/A,N/A,N/A,Medium,N/A,N/A,-0.1835,488558,-0.236,-0.254,-4.035,-4.078,0.002,0.026,0.003,0.003
winding-tree,1 Feb 2018,15 Feb 2018,14.0,420.0,12,other,4,14400000.0,14400000.0,1.0,0.926,1179,3,5189,3.45,301.0,N/A,N/A,0.78,-0.80303,882,-0.076,-0.036,-0.564,-0.594,-0.292,-2.913,0.005,0.005
bitguild-plat,15 Mar 2018,05 Apr 2018,21.0,371.0,12,blockchain,6,13800000.0,13800000.0,1.0,0.008,1179,0,13346,1.4,78.0,High,Medium,N/A,-0.94662,50987,0.307,0.15,2.386,2.359,-0.349,-3.087,0.012,0.012
zap,21 Oct 2017,20 Nov 2017,30.0,507.0,7,blockchain,23,2800000.0,31111111.0,0.09,0.19,1179,1,N/A,N/A,N/A,N/A,N/A,N/A,4.05947,899137,-0.096,-0.062,-0.989,-1.01,0.019,1.019,-0.001,-0.001
the-abyss,18 Apr 2018,16 May 2018,28.0,330.0,12,blockchain,12,15362418.0,18073433.0,0.85,0.11,1179,1,16665,3.45,301.0,VeryHigh,Low,N/A,-0.33938,1355170,-0.392,-0.051,-0.806,-0.833,-0.098,-0.848,-0.004,-0.004
nebula-ai,31 Mar 2018,20 Apr 2018,20.0,356.0,12,blockchain,11,1600000.0,17777778.0,0.09,0.0058,1179,0,1317,3.45,301.0,N/A,N/A,N/A,1.07379,155134,-0.015,-0.039,-0.612,-0.638,-0.406,-3.424,-0.002,-0.002
upfiring,3 Oct 2017,31 Oct 2017,28.0,527.0,12,saas,N/A,25848.0,N/A,N/A,0.0207,1179,0,N/A,1.3,68.0,Low,High,N/A,19.24754,362421,-0.261,0.211,3.355,3.346,-0.182,-1.174,0.008,0.008
silent-notary,15 Mar 2018,12 Apr 2018,28.0,364.0,12,blockchain,5,N/A,11969900.0,N/A,0.0001,1179,1,9970,3.45,301.0,High,N/A,N/A,-0.03,339139,0.265,0.073,1.157,1.141,-0.337,-2.941,0.0,0.0
insights-network,28 Jan 2018,14 Feb 2018,17.0,421.0,12,blockchain,5,17400000.0,17400000.0,1.0,0.15,1179,0,28095,1.7,106.0,Medium,N/A,N/A,-0.05061,693393,-0.331,-0.042,-0.665,-0.696,-0.208,-1.552,-0.003,-0.003
ink-protocol,22 Jan 2018,22 Jan 2018,0.0,444.0,12,blockchain,11,15000000.0,15000000.0,1.0,0.1421,1179,0,4873,3.45,301.0,Medium,N/A,N/A,-0.36239,280064,-0.225,-0.041,-0.655,-0.686,-0.069,0.124,-0.005,-0.005
ifoods-chain,25 May 2018,08 Jun 2018,14.0,307.0,12,blockchain,9,10000000.0,N/A,N/A,N/A,1179,0,90,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sentinel-chain,1 Mar 2018,10 Mar 2018,9.0,397.0,12,other,13,14400000.0,14400000.0,1.0,0.08,1179,5,3775,3.45,301.0,Medium,Medium,N/A,-0.18402,1945280,0.53,0.112,1.771,1.738,-0.09,-1.274,0.002,0.002
phi-token,8 Mar 2018,21 Mar 2018,13.0,386.0,12,fintech,4,3800000.0,27142857.0,0.14,1.618,1179,0,2460,3.45,301.0,Low,N/A,N/A,-0.63092,58338,-0.09,0.012,0.187,0.168,-0.169,-1.163,0.007,0.007
fox-trading,23 May 2018,8 Jun 2018,16.0,307.0,12,other,6,30000.0,3000000.0,0.01,0.49,1179,0,10157,3.45,301.0,N/A,N/A,N/A,-0.89135,86239,0.097,0.121,1.926,1.915,0.129,0.747,0.016,0.016
bezop,20 Dec 2017,10 Jan 2018,21.0,456.0,12,blockchain,4,N/A,27619400.0,N/A,0.541,1179,1,4456,N/A,N/A,Medium,Medium,N/A,-0.4869,281984,0.086,0.033,0.525,0.509,-0.424,-2.897,0.006,0.006
crowd-machine,01 Apr 2018,22 May 2019,416.0,-41.0,12,blockchain,21,23605727.0,98357196.0,0.24,0.09924,1179,1,4616,3.45,301.0,High,Medium,N/A,0.18854,220487,-0.28,-0.134,-2.128,-2.158,-0.301,-2.715,-0.003,-0.003
ubcoin-market,2 Apr 2018,27 Aug 2018,147.0,227.0,12,other,6,7477737.0,7477737.0,1.0,0.0343,1180,0,14266,3.45,301.0,N/A,N/A,N/A,-0.64169,19258,-0.154,-0.204,-3.239,-3.274,-0.266,-1.085,0.014,0.014
lala-world,5 Jan 2018,5 Feb 2018,31.0,430.0,12,fintech,5,20000000.0,20202020.0,0.99,0.13,1180,0,7673,3.45,301.0,Medium,High,N/A,-0.25287,28433,-0.45,-0.002,-0.026,-0.041,0.013,0.12,-0.004,-0.004
pylon-network,4 Oct 2017,24 Oct 2017,20.0,534.0,12,other,11,N/A,N/A,N/A,1.7877,1180,0,23,3.45,301.0,N/A,N/A,0.72,12.2181,69585,0.102,0.014,0.227,0.211,-0.107,-1.135,0.001,0.001
ip-exchange,28 Feb 2018,05 Mar 2018,5.0,402.0,12,other,N/A,7900000.0,9294118.0,0.85,0.01224,1180,0,N/A,N/A,N/A,Medium,N/A,N/A,-0.4848,539393,0.117,0.07,1.117,1.09,-0.334,-2.248,0.003,0.003
bigbom,28 May 2018,10 Jun 2018,13.0,305.0,12,saas,12,6800000.0,6800000.0,1.0,0.02573,1180,1,N/A,2.2,266.0,VeryHigh,Medium,N/A,-0.17555,972645,-0.181,-0.116,-1.839,-1.866,-0.058,-0.063,-0.003,-0.003
fire-lotto,15 Mar 2018,15 Apr 2018,31.0,361.0,12,other,9,3740965.0,14963860.0,0.25,0.5,1180,1,2620,3.45,301.0,N/A,N/A,N/A,-0.79832,2462,-0.04,0.041,0.653,0.635,-0.137,0.624,0.001,0.002
fabric-token,15 Feb 2018,1 Apr 2018,45.0,375.0,12,blockchain,3,1035986.0,8633217.0,0.12,0.1125,1180,1,1886,3.45,301.0,Medium,High,N/A,-0.17188,83004,0.081,0.047,0.743,0.723,-0.619,-6.945,0.013,0.013
engagement-token,1 Apr 2018,1 Jun 2018,61.0,314.0,12,blockchain,6,19000000.0,26027397.0,0.73,0.113,1179,0,N/A,3.45,301.0,Medium,Medium,N/A,-0.61015,2293870,-0.435,-0.352,-5.59,-5.618,0.055,0.634,-0.014,-0.014
joint-ventures,7 Apr 2018,30 May 2018,53.0,316.0,12,blockchain,10,2000000.0,10000000.0,0.2,0.071,1179,1,8187,3.45,301.0,Medium,N/A,N/A,-0.92831,41727,0.057,0.085,1.354,1.344,0.024,0.816,0.026,0.026
gold-bits-coin,1 Feb 2018,25 May 2018,113.0,321.0,12,fintech,7,50000000.0,50000000.0,1.0,0.5,1179,0,855,3.45,301.0,Medium,N/A,N/A,0.09355,1527,0.262,0.125,1.979,1.969,-0.246,-0.651,0.091,0.091
hubii-network,17 Aug 2017,31 Aug 2017,14.0,588.0,12,other,15,7100000.0,50714286.0,0.14,0.3883,1179,0,4074,3.45,301.0,N/A,N/A,0.7,-0.49071,23209,0.18,0.13,2.059,2.047,0.034,-0.192,0.028,0.028
bitcrystals,4 Aug 2015,3 Sep 2015,30.0,1316.0,12,other,8,20510.0,146500.0,0.14,0.015,1179,0,6198,3.45,301.0,N/A,N/A,0.28,0.15873,5586,-0.068,0.088,1.403,1.37,0.026,2.184,0.012,0.017
starcoin,25 Jun 2018,01 Aug 2018,37.0,253.0,12,blockchain,N/A,6945.0,N/A,0.0,N/A,1179,0,1165,N/A,N/A,Low,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bridge-protocol,22 Feb 2018,28 Feb 2018,6.0,407.0,12,saas,9,N/A,25000000.0,N/A,0.05,1179,0,6536,3.45,301.0,Medium,High,N/A,-0.91444,2,-0.263,-0.004,-0.059,-0.08,-0.096,-0.346,0.013,0.013
coin-lion,18 Dec 2017,25 Feb 2018,69.0,410.0,12,fintech,N/A,7000000.0,N/A,N/A,0.287,1179,0,7706,2.0,38.0,Low,Low,N/A,-0.86313,3654,-0.185,0.045,0.707,0.692,-0.243,-2.651,0.014,0.014
target-coin,15 Jul 2017,31 Aug 2017,47.0,588.0,12,blockchain,5,20711412.0,69038040.0,0.3,0.0518,1179,1,1415,3.45,301.0,Low,High,N/A,-0.19349,69996,0.029,0.09,1.428,1.416,0.027,0.111,0.02,0.02
signals-network,12 Mar 2018,09 Apr 2018,28.0,367.0,12,other,9,N/A,N/A,N/A,N/A,1179,4,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
menlo-one,17 Sep 2018,15 Oct 2018,28.0,178.0,12,other,10,2661500.0,2661500.0,1.0,0.0177,1179,1,7321,3.45,301.0,N/A,N/A,0.88,-0.5409,3399,-0.024,0.063,1.003,0.997,-0.053,-1.119,0.024,0.024
mithril-ore,04 Feb 2018,06 Mar 2018,30.0,401.0,12,fintech,9,N/A,3000000.0,N/A,30.0,1179,1,N/A,3.45,301.0,Low,High,N/A,-0.29133,479,0.05,-0.004,-0.065,-0.078,-0.736,-6.069,0.045,0.046
monster-byte,6 Jul 2017,4 Aug 2017,29.0,615.0,12,blockchain,4,10000002.0,10000002.0,1.0,0.11,1179,2,2219,3.45,301.0,Low,High,N/A,-0.27139,16860,0.132,0.131,2.076,2.064,0.17,2.07,0.043,0.043
regalcoin,22 Aug 2017,22 Sep 2017,31.0,566.0,12,other,N/A,N/A,N/A,N/A,0.97,1179,0,8656,3.45,301.0,N/A,N/A,0.32,10.74227,3808740,0.396,0.222,3.528,3.51,-0.322,-4.639,0.024,0.025
plancoin,24 Jan 2018,23 Feb 2018,30.0,412.0,12,other,N/A,1700000.0,N/A,N/A,0.6,1179,0,541,3.45,301.0,N/A,N/A,0.62,-0.58385,282642,0.023,-0.09,-1.435,-1.462,0.091,1.061,-0.008,-0.008
mcap,27 Apr 2017,7 May 2017,10.0,704.0,12,other,N/A,44287318.0,N/A,N/A,4.0,1179,0,147,3.45,301.0,N/A,N/A,0.38,0.635,3797,-0.098,-0.14,-2.22,-2.253,-0.109,-2.252,-0.001,-0.0
earth-token,15 Dec 2017,15 Mar 2018,90.0,392.0,12,blockchain,11,20000000.0,N/A,N/A,0.162,1179,1,11030,3.45,301.0,High,High,N/A,-0.70309,509033,-0.347,-0.381,-6.043,-6.075,0.274,0.89,0.031,0.03
crystal-clear,8 Sep 2017,8 Oct 2017,30.0,550.0,12,other,7,3377550.0,3377550.0,1.0,3.0949,1179,0,2234,3.45,301.0,N/A,N/A,0.74,-0.10175,21319,-0.142,-0.025,-0.405,-0.417,-0.022,1.88,0.006,0.005
ethbet,17 Sep 2017,22 Sep 2017,5.0,566.0,12,other,N/A,1340000.0,1970588.0,0.68,0.262,1179,0,956,3.45,301.0,N/A,N/A,N/A,0.00261,135914,-0.265,0.01,0.154,0.136,-0.412,-4.637,0.007,0.008
karatgold-coin,15 Feb 2018,15 Apr 2018,59.0,361.0,12,blockchain,5,10000000.0,71428571.0,0.14,0.05,1179,0,2480,3.45,301.0,Medium,N/A,N/A,-0.83232,144387,0.148,0.132,2.096,2.07,-0.186,-0.889,0.012,0.012
mindol,10 Jun 2018,16 Aug 2018,67.0,238.0,12,other,4,N/A,N/A,N/A,0.2278,1179,0,201,3.45,301.0,N/A,N/A,N/A,2.55196,642018,1.127,1.952,3.903,3.883,2.241,22.182,-0.007,-0.004
safe-haven,30 Jun 2018,30 Jul 2018,30.0,255.0,12,fintech,10,N/A,11160000.0,N/A,0.003,1179,0,10031,3.45,301.0,High,Medium,N/A,-0.22767,94232,-1.017,-1.761,-3.523,-3.613,0.421,4.257,-0.019,-0.019
game-stars,10 May 2018,9 Jul 2018,60.0,276.0,12,other,1,2180762.0,7519869.0,0.29,0.035,1179,3,297,3.45,301.0,N/A,N/A,0.74,-0.98771,568254,0.166,0.069,1.098,1.081,0.165,1.091,0.011,0.011
ilcoin,15 Oct 2017,15 Jan 2018,92.0,451.0,12,blockchain,N/A,7607845.0,7607845.0,1.0,0.0722,1179,0,N/A,3.45,301.0,Low,N/A,N/A,-0.03611,93850,0.241,-0.019,-0.303,-0.324,-4.911,-47.731,0.108,0.108
dos-network,11 Apr 2019,11 Apr 2019,0.0,0.0,12,other,12,1700000.0,1700000.0,1.0,0.012,1179,0,5996,3.45,301.0,N/A,N/A,N/A,2.87692,1343711,-1.35,-2.338,-4.675,-4.71,-0.182,-2.422,-0.024,-0.023
zeon,27 Apr 2018,01 Oct 2018,157.0,192.0,6,other,11,N/A,N/A,N/A,N/A,1179,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
exchange-union,7 Aug 2017,31 Aug 2017,24.0,588.0,12,blockchain,4,1500000.0,1500000.0,1.0,2.0996,1179,1,11914,3.5,303.0,Medium,Medium,N/A,0.09068,304953,0.189,0.19,3.009,2.994,-0.082,-0.311,0.003,0.003
solareum,11 Jan 2018,18 Jan 2018,7.0,448.0,12,blockchain,N/A,N/A,N/A,N/A,0.7,1179,0,N/A,N/A,N/A,Low,N/A,N/A,5.5,123653,0.47,0.813,1.626,1.373,-0.007,-0.092,0.001,0.001
when-token,19 Mar 2018,19 Sep 2018,184.0,204.0,1,other,4,N/A,N/A,N/A,N/A,1179,0,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
asura-coin,2 Jun 2018,31 Jul 2018,59.0,254.0,12,gaming,8,4100000.0,12058824.0,0.34,0.0062,1179,0,7008,3.5,303.0,High,N/A,N/A,-0.76694,54152,0.213,0.041,0.648,0.629,-0.048,-0.502,0.005,0.005
hybrid-block,23 May 2018,05 Jun 2018,13.0,310.0,12,blockchain,N/A,47830000.0,49822917.0,0.96,0.3,1179,0,N/A,N/A,N/A,High,Medium,N/A,-0.88788,45404,-0.13,-0.061,-0.972,-1.004,0.213,0.893,0.005,0.005
rocket-pool,25 Nov 2017,7 Jan 2018,43.0,459.0,12,other,4,N/A,N/A,N/A,0.9317,1180,0,820,3.5,303.0,N/A,N/A,N/A,0.08404,119618,-0.578,0.059,0.935,0.922,0.057,0.295,0.016,0.016
solomon-exchange,28 Aug 2017,28 Sep 2017,31.0,560.0,12,other,4,N/A,9000000.0,N/A,1.0,1181,0,991,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
smart-investment-fund-token,01 Aug 2017,15 Sep 2017,45.0,573.0,12,other,2,N/A,N/A,N/A,N/A,1181,1,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
enigma-catalyst,11 Sep 2017,11 Sep 2017,0.0,577.0,12,other,5,45000000.0,45000000.0,1.0,0.6,1181,0,6660,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
finshi-capital,6 Sep 2017,6 Oct 2017,30.0,552.0,12,other,4,21420275.0,49814593.0,0.43,1.0,1181,0,505,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
atb-coin,12 Jul 2017,1 Sep 2017,51.0,587.0,12,other,7,20400000.0,N/A,N/A,1.0,1181,3,2663,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
21-million,12 Jun 2017,28 Jun 2017,16.0,652.0,12,other,4,N/A,N/A,N/A,N/A,1181,1,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
basic-attention-token,31 May 2017,31 May 2017,0.0,680.0,12,other,11,N/A,N/A,N/A,N/A,1181,1,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mysterium-network,30 May 2017,30 May 2017,0.0,681.0,5,other,8,N/A,N/A,N/A,N/A,1181,4,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
metal,9 Jun 2017,9 Jun 2017,0.0,671.0,12,other,7,N/A,N/A,1.0,0.18,1181,0,33348,3.5,303.0,N/A,N/A,N/A,8.27778,2843520,0.351,0.297,4.718,4.7,-0.171,-0.893,0.004,-0.001
e4row,2 May 2017,23 May 2017,21.0,688.0,12,other,1,40000032.0,N/A,N/A,N/A,1181,0,N/A,3.5,303.0,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
aragon,17 May 2017,17 May 2017,0.0,694.0,12,other,2,25000000.0,N/A,N/A,0.744,1181,0,70747,3.5,303.0,N/A,N/A,0.72,1.04301,2745280,0.272,0.084,1.336,1.311,0.028,0.647,0.002,0.001
back-to-earth,26 Apr 2017,28 Apr 2017,2.0,713.0,12,other,6,10000007.0,N/A,N/A,0.2654,1181,7,2338,3.5,303.0,N/A,N/A,0.56,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockchain-capital,10 Apr 2017,10 Apr 2017,0.0,731.0,12,other,14,10000000.0,N/A,N/A,1.0,1181,1,27460,3.5,303.0,N/A,N/A,0.76,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
melon,15 Feb 2017,16 Feb 2017,1.0,784.0,6,other,5,N/A,N/A,N/A,N/A,1181,5,N/A,N/A,N/A,N/A,N/A,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
beyond-the-void,1 Nov 2016,30 Nov 2016,29.0,862.0,12,other,3,29195634.0,88471618.0,0.33,0.01,1181,0,5632,3.5,303.0,N/A,N/A,0.22,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
arcade-city,30 Nov 2017,26 Feb 2018,88.0,409.0,12,blockchain,7,63500077.0,63500077.0,1.0,0.002,1181,1,5118,3.5,303.0,Low,Medium,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
synereo,18 Sep 2016,18 Oct 2016,30.0,905.0,12,other,1,4700000.0,N/A,N/A,0.19,1181,0,N/A,3.5,303.0,N/A,N/A,N/A,-0.98824,241,0.233,0.243,3.861,3.847,-0.085,-0.808,0.01,0.002
blockpay,23 Aug 2016,15 Sep 2016,23.0,938.0,12,other,1,53836010.0,N/A,N/A,0.124,1181,0,N/A,3.5,303.0,N/A,N/A,N/A,0.70484,483,-0.158,-0.007,-0.108,-0.126,0.007,0.215,0.03,0.035
